id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Countries of Investment,Stage of Investment
8f64442d-1e36-435d-9c2f-8928cf0c34d3,AV8,company,,,,https://av8.vc/,https://av8.vc/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
931a1d9b-80fa-40f6-a8bf-b8706a511cd8,Balderton Capital,company,,Balderton Capital is a venture capital investor that supports technology businesses.,,balderton.com,balderton.com,,,UK,UK,"All VCs ,Top European VCs,Les VC Francais - 399 options pour lever des fonds 🤝,+100 best VC Funds in UK 🇬🇧","UK,France","3. Early Revenue,4. Scaling"
c2ef4403-9806-435d-8bdc-2d2cbb2eda8c,Beast Ventures,company,,,,http://www.beast.vc/team/,http://www.beast.vc/team/,,,,,+100 best VC Funds in UK 🇬🇧,UK,2. Prototype
5c3fcdec-f2b0-45ed-920b-85369a694d8d,Begin Capital,company,,,,https://www.begincl.com/,https://www.begincl.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK,Germany,France,Spain,Netherlands,Belgium,Poland,Italy,Austria,Ireland,Sweden,Finland,Denmark,Czech Republic,Norway,Switzerland,Hungary,Latvia,Estonia,Lithuania,Canada,Ukraine","3. Early Revenue,4. Scaling,5. Growth"
83762d54-ad32-4776-8588-f0a5f224cdff,Beringea,company,,,,https://www.beringea.com/,https://www.beringea.com/,,,,,"All VCs ,+100 best VC Funds in UK 🇬🇧","USA,UK",
f5e0882b-3f6f-449b-b814-10e49ec35051,BGV Bethnal Green Ventures,company,,,,https://bethnalgreenventures.com,https://bethnalgreenventures.com,,,,,+100 best VC Funds in UK 🇬🇧,UK,"3. Early Revenue,2. Prototype"
dfefd3b0-0974-4f01-86bf-ad0701c856ef,Boundary Capital,company,,,,https://www.boundarycapital.com/,https://www.boundarycapital.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
21b4ea55-b8f8-465f-b663-9eed60c3a9ce,Break Off,company,,,,https://breakoff.com/,https://breakoff.com/,,,,,+100 best VC Funds in UK 🇬🇧,"Israel,USA,Canada,UK","2. Prototype,3. Early Revenue"
4599422d-cf4c-4715-ae29-3f69458ed3c3,Breed Reply,company,info@breedreply.com,Breed Reply is Europe's active operational investors for early-stage companies delivering 'internet of things' solutions.,info@breedreply.com,https://www.reply.com/breed-reply/en/,https://www.reply.com/breed-reply/en/,,,"38 Grosvenor Gardens London SW1W 0EB, UK","38 Grosvenor Gardens London SW1W 0EB, UK","Corporate Venture Arms,+100 best VC Funds in UK 🇬🇧","Austria,Belgium,Czech Republic,Denmark,Estonia,Bulgaria,Finland,France,Germany,Georgia,Greece,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Portugal,Romania,Slovenia,Switzerland,Slovakia,Sweden,Spain,UK","3. Early Revenue,4. Scaling"
8bf7c11c-d1d0-4e85-8702-b61b444254d8,C4 Ventures,company,,C4 Ventures is a venture capital firm that focuses on early stage startups.,,https://c4v.com/home/,https://c4v.com/home/,,,"25 Eccleston Place, Eccleston Yards, London SW1W 9NF, UK","25 Eccleston Place, Eccleston Yards, London SW1W 9NF, UK","European Family Offices' Founders ,All VCs ,Top European VCs,+100 best VC Funds in UK 🇬🇧","Belgium,France,Germany,Israel,Italy,Netherlands,Poland,Portugal,Spain,Switzerland,UK,USA","2. Prototype,3. Early Revenue,4. Scaling"
cbc4c257-3687-4ee3-958c-71591f7d3e3c,Cambridge Angels,company,,,,https://cambridgeangels.com/aboutus/,https://cambridgeangels.com/aboutus/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
b10fafe6-d60c-4810-8068-1bca5f64d70c,Cambridge Innovation Capital,company,,,,http://www.cic.vc/,http://www.cic.vc/,,,,,"All VCs ,+100 best VC Funds in UK 🇬🇧",UK,3. Early Revenue
dc25fd42-6a8f-4f1d-a8c1-aac01ecfab4b,Catapult Ventures (UK),company,,,,http://www.catapult-ventures.com/,http://www.catapult-ventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
f9023b82-2f41-469a-bd7c-a80ff25220ea,Chord Capital,company,,,,http://www.chordcapital.co.uk,http://www.chordcapital.co.uk,,,,,+100 best VC Funds in UK 🇬🇧,"Israel,USA,Canada,UK",3. Early Revenue
0a3569b7-6b66-46c7-bfc1-d399af032bdf,Chrysalis VCT,company,,,,http://www.chrysalisvct.co.uk,http://www.chrysalisvct.co.uk,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
385a82b7-9e54-4311-86ed-89899915e05b,Circadia Ventures,company,,,,http://www.circadiaventures.com/about.asp,http://www.circadiaventures.com/about.asp,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
638a35a2-bed9-4004-a89d-b8d669b0d63a,Circularity Capital,company,,,,https://circularitycapital.com/,https://circularitycapital.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
7050071b-dce4-4e6c-a52f-977f048dc4e6,Clean Growth Fund,company,,,,https://www.cleangrowthfund.com/,https://www.cleangrowthfund.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,"3. Early Revenue,2. Prototype,4. Scaling"
a3803a14-1667-4621-9827-c0725be319b0,Cylon,company,,,,https://cylonlab.com/,https://cylonlab.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,2. Prototype
60db18fb-fdab-42b0-b3ae-14cbc71d6fa1,D2 Double Down,company,,,,https://d2.fund/,https://d2.fund/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,Germany,France,Belgium,Spain,Italy,Ireland,Switzerland,Portugal,Norway,Sweden,Turkey","2. Prototype,3. Early Revenue"
d4c74556-d5ef-40ff-bf04-f18432e0326f,Datainsight,company,,,,https://github.com/datainsightio/home,https://github.com/datainsightio/home,,,,,+100 best VC Funds in UK 🇬🇧,UK,"1. Idea or Patent,2. Prototype,3. Early Revenue"
a658bc12-b1b4-4ed6-91ab-4075146cb68a,Dawn Capital,company,,Dawn Capital is an early-stage venture fund that focuses on investing in the enterprise software and FinTech sectors.,,dawncapital.com,dawncapital.com,,,UK,UK,"All VCs ,Top European VCs,Les VC Francais - 399 options pour lever des fonds 🤝,+100 best VC Funds in UK 🇬🇧","UK,France","2. Prototype,3. Early Revenue,4. Scaling"
68284003-4b7f-4b63-8c5b-3e61235c6f09,Deepbridge Capital,company,,,,https://www.deepbridgecapital.com/,https://www.deepbridgecapital.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,
34530508-c694-4d77-9fd1-8d77ac4af2c6,Delta Partners,company,,,,http://www.deltapartners.com/,http://www.deltapartners.com/,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧","UK,Ireland",3. Early Revenue
f0cbccca-7ecf-4bd4-aa79-e091adbb7329,DIP Capital,company,,,,https://www.dip-capital.com/,https://www.dip-capital.com/,,,"5th Floor, 20 Old Bailey, London, EC4M 7AN, UK","5th Floor, 20 Old Bailey, London, EC4M 7AN, UK","Top European VCs,+100 best VC Funds in UK 🇬🇧","Belgium,Finland,UK,Denmark,Cyprus,Germany,Czech Republic,Côte d'Ivoire,France,Latvia,Iceland,Hungary,Israel,Ireland,Italy,Austria,Monaco,Norway,Switzerland,Spain,Sweden,Slovenia,Slovakia,Poland,Netherlands,Luxembourg","3. Early Revenue,4. Scaling,5. Growth"
13ff9aca-2ff6-40ca-88d9-9066ad3f9ba4,Disruptive Capital,company,,,,https://www.disruptivecapital.com/,https://www.disruptivecapital.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
3a566305-73d0-41ef-83f7-16664ac1143d,Downing Ventures,company,,,,https://www.downingventures.com/,https://www.downingventures.com/,,,,,"All VCs ,+100 best VC Funds in UK 🇬🇧",UK,3. Early Revenue
174abfe0-2c9c-4fa5-8f16-0a5263a40177,D Squared Capital,company,,,,https://www.dsquaredcap.com/,https://www.dsquaredcap.com/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,Israel,USA","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO"
c6f5a4c6-c5ee-4de6-b64d-6bcb94b08d6a,Eight Roads,company,,,,https://eightroads.com/en/,https://eightroads.com/en/,,,UK,UK,"VC investing in India ,+100 best VC Funds in UK 🇬🇧","UK,USA,France,China,Japan,India,Israel,Canada",3. Early Revenue
59964ebe-a258-41cc-8800-58d7a2e8d4e2,Enso Ventures,company,,,,https://www.ensoventures.com/,https://www.ensoventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
b34ca6a2-d60e-47e8-a71a-6229809af7ee,Entrée Capital,company,,Entrée Capital is a venture capital firm that funds multi-stage startups and companies all over the world.,,https://www.entreecap.com/we,https://www.entreecap.com/we,,,UK,UK,"All VCs ,Top European VCs,+100 best VC Funds in UK 🇬🇧","USA,Israel,UK","2. Prototype,3. Early Revenue"
44448f69-3709-48c1-aa7e-83969878abc5,Epidarex,company,,,,http://www.epidarex.com/,http://www.epidarex.com/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,USA",3. Early Revenue
b9d2e0c9-98f3-467c-adaa-818ee573ecd6,ETF Partners,company,,,,https://etfpartners.capital/,https://etfpartners.capital/,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧","UK,France","3. Early Revenue,4. Scaling"
c015dd33-6fa5-432f-be31-6218e5fbd0e5,Excalibur Fund Managers,company,,,,http://excalibur-group.co.uk/portfolio,http://excalibur-group.co.uk/portfolio,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
455d3ad0-25b0-4497-8aec-8fe0efedf7a3,First Imagine,company,,,,http://www.firstimagine.com,http://www.firstimagine.com,,,,,+100 best VC Funds in UK 🇬🇧,"Israel,UK",3. Early Revenue
6e5c98e6-43c7-49a3-bf1a-714608f9f36b,FirstMinute Capital,company,,,,https://www.firstminute.capital/,https://www.firstminute.capital/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,UK,France",3. Early Revenue
c8e92758-2b9b-47c8-a9cb-ad04425caf14,Force Over Mass,company,,,,http://www.fomcap.com/,http://www.fomcap.com/,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧","USA,UK",3. Early Revenue
e9aa08ed-9d18-4f81-ba45-49549d72cdd7,Fountain Healthcare,company,,,,http://www.fh-partners.com/,http://www.fh-partners.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
a1a62675-6bc6-4b79-bfe4-b67978bb71ae,Frog Capital,company,,,,https://frogcapital.com/,https://frogcapital.com/,,,,,"European Family Offices' Founders ,All VCs ,+100 best VC Funds in UK 🇬🇧",UK,3. Early Revenue
50c15a3b-6a52-4773-8007-9e0f3396c542,Fuel Ventures,company,,,,https://fuel.ventures/,https://fuel.ventures/,,,"145 City Rd, Hoxton, London, EC1V 1AZ, UK","145 City Rd, Hoxton, London, EC1V 1AZ, UK","Top European VCs,+100 best VC Funds in UK 🇬🇧",UK,"3. Early Revenue,4. Scaling,1. Idea or Patent,2. Prototype"
91be3bc9-bec3-47ef-bd12-6f8071263f0f,GPI Global Partners Investments,company,,,,https://www.gpiuk.com/,https://www.gpiuk.com/,,,"E16 2DQ, London, UK","E16 2DQ, London, UK","VC investing in India ,+100 best VC Funds in UK 🇬🇧","Algeria,Argentina,Australia,Austria,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Brazil,Bulgaria,Canada,Chile,China,Croatia,Cyprus,Denmark,Egypt,Estonia,Finland,Germany,Greece,Hong Kong,India,Ireland,Japan,Italy,Kuwait,Lebanon,Liechtenstein,Luxembourg,Mexico,Morocco,Netherlands,New Zealand,Norway,Oman,Pakistan,Palestine,Philippines,Portugal,Saudi Arabia,Singapore,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad and Tobago,Tunisia,Turkey,UK,Ukraine,UAE,USA,Vietnam","1. Idea or Patent,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype"
4a94229c-85f8-459c-9fae-017d8f5749bf,Ground Floor Ventures,company,,,,https://groundfloor.ventures/,https://groundfloor.ventures/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK","2. Prototype,3. Early Revenue,1. Idea or Patent"
f7730232-fdfe-4e91-ac8a-0f019ea5f5c1,Hoxton Ventures,company,,,,https://www.hoxtonventures.com/,https://www.hoxtonventures.com/,,,UK,UK,"All VCs ,Top European VCs,VC investing in India ,+100 best VC Funds in UK 🇬🇧","India,USA,UK",3. Early Revenue
7f88053b-0dc9-474a-9f2e-ec19856c927e,HSBC Corporate Ventures,company,,,,https://www.ventures.hsbc.com/,https://www.ventures.hsbc.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
773f1746-007a-4266-8959-52e66a4c18f3,Impact Ventures,company,,,,http://www.impactventure.com/,http://www.impactventure.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,Canada,UK","2. Prototype,3. Early Revenue"
deea2ae2-63a3-4ac7-91eb-6a9e2e16d914,Imprimatur Capital,company,,,,http://www.imprimaturcapital.com/about/,http://www.imprimaturcapital.com/about/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,Canada,UK,Singapore",3. Early Revenue
029f6550-04bd-437d-a6db-f5d0fbb5b68c,Infinium Partners,company,,,,https://www.infiniumpartners.com/,https://www.infiniumpartners.com/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,France,Germany,Australia,USA,Italy,Spain","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
e8e05596-7d68-4cf8-a1ca-f3d848ff8d71,InMotion Ventures by Jaguar Land Rover,company,,,,https://www.inmotionventures.com/,https://www.inmotionventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,Canada,UK",3. Early Revenue
795d6695-8efd-4433-a9a1-5a10a33eeea3,Invoke Capital,company,,,,http://www.invokecapital.com/,http://www.invokecapital.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
61c99a91-d4e5-4918-b51e-57a389626b41,IP Group,company,,"IP Group's core business is the creation of value for its shareholders and partners through the commercialisation of intellectual property originating from research intensive institutions. Their strength lies in managing this process from finding suitable intellectual property to commercialise to either helping develop businesses and create value out of them, or identifying and establishing appropriate commercial partnerships to do so. IP Group's extensive expertise in this area combined with its inside knowledge of both industry and finance have enabled the group to create a formidable track record of consistently delivering excellent results for their companies, for their partners and for their shareholders.",,https://www.ipgroupplc.com/,https://www.ipgroupplc.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Canada,Australia,New Zealand,UK",3. Early Revenue
fcf98460-5fd1-406c-9ceb-ae10ff1ddfdd,Kohli Ventures,company,,,,https://www.kohliventures.com,https://www.kohliventures.com,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧","Israel,USA,Canada,UK",3. Early Revenue
dfe2d5d6-455f-41f5-9f86-12c1468a6337,Lansdowne Partners,company,,,,https://www.lansdownepartners.com/,https://www.lansdownepartners.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,
f91daf73-ac40-4eed-9aa7-25d31ca381ea,Local Globe,company,,,,https://localglobe.vc/,https://localglobe.vc/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,France",3. Early Revenue
56fe9b7e-f35e-431f-a121-f5bc53e7c850,Longwall Venture Partners,company,,,,http://www.longwallventures.com/,http://www.longwallventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
7a73e909-5c82-48c5-a850-b94f6c54fb0e,Luminous Ventures,company,,,,https://www.luminous.vc/,https://www.luminous.vc/,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧","USA,Canada,UK",3. Early Revenue
f2563c19-615f-447d-9a71-5f78696e4aad,Matador Ventures,company,,,,https://matador-ventures.com/our-manifesto/,https://matador-ventures.com/our-manifesto/,,,,,+100 best VC Funds in UK 🇬🇧,"Israel,USA,UK",3. Early Revenue
94c747fb-468d-47e2-a1af-3529ba884b13,Medicxi Ventures,company,,,,https://www.medicxiventures.com/,https://www.medicxiventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,"2. Prototype,3. Early Revenue"
e9d5ff25-44a9-4bbe-baef-0259b8e961c8,Mercia Tech,company,,,,https://www.merciatech.co.uk/,https://www.merciatech.co.uk/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
a6f8e70b-abb8-452e-aaf9-25a3b3341920,Midven,company,,,,https://midven.co.uk,https://midven.co.uk,,,,,+100 best VC Funds in UK 🇬🇧,UK,
d65ebe56-7d39-47e5-b924-12fc26518380,MMC Ventures,company,,"Finance, Financial Services, Venture Capital",,https://www.mmcventures.com,https://www.mmcventures.com,,,UK,UK,"All VCs ,VC Founds - Seed - US/Europe,Top European VCs,+100 best VC Funds in UK 🇬🇧",UK,3. Early Revenue
87485c4c-7db1-4be6-b374-051071f51a19,Mustard Seed,company,,,,http://mustardseed.vc/investors,http://mustardseed.vc/investors,,,,,+100 best VC Funds in UK 🇬🇧,UK,2. Prototype
14702d5a-4d89-4697-a214-42491c2a5090,Nauta Capital,company,,,,nautacapital.com,nautacapital.com,,,🇬🇧 UK,🇬🇧 UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧","UK,Spain,Portugal,Germany,Austria,Switzerland,Ireland,Finland,Sweden","3. Early Revenue,4. Scaling"
9e75ba04-a9d3-4237-976a-4e3117537dc7,NEON Adventures,company,,"NEON Adventures is a single family office with interests across technology, property, lifestyle and philanthropy.",,https://neon.com,https://neon.com,,,,,+100 best VC Funds in UK 🇬🇧,"UK,USA","3. Early Revenue,4. Scaling"
18384fd2-9901-4d12-aa49-8d83105562f6,North West Fund,company,,,,http://www.thenorthwestfund.co.uk/about-the-fund/funds/energy-environmental/,http://www.thenorthwestfund.co.uk/about-the-fund/funds/energy-environmental/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
f82963a9-d9e7-4ec2-ab7c-e5c92c14ea6a,Northzone,company,,"Business Development, Finance, FinTech, Venture Capital",,https://northzone.com/,https://northzone.com/,,,UK,UK,"All VCs ,VC Founds - Seed - US/Europe,Top European VCs,+100 best VC Funds in UK 🇬🇧","USA,UK,Germany,Spain,Sweden,Finland,Norway,Denmark,France,Italy","3. Early Revenue,4. Scaling,5. Growth"
9f38e95b-0b02-416f-a183-7bd4486318c0,Notion Capital,company,,,,https://notion.vc/,https://notion.vc/,,,UK,UK,"All VCs ,Top European VCs,+100 best VC Funds in UK 🇬🇧","UK,France",3. Early Revenue
11162df5-61ee-4585-bbce-d61009f061e6,Nova,company,,"Nova puts the power of AI to work for you, enabling a more continuous…",,novastream.com.au,novastream.com.au,,,,,+100 best VC Funds in UK 🇬🇧,UK,"1. Idea or Patent,2. Prototype"
fd23a0f3-c216-4452-a962-9e706dad9254,Odey Asset Management,company,,,,https://www.odey.com/,https://www.odey.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,Canada,UK",
463e9e23-cb23-4077-858d-c0b135168b80,Ombu,company,,,,http://www.ombugroup.com/,http://www.ombugroup.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Canada,UK",3. Early Revenue
f224f98b-aabf-43c6-81e4-beca6753ae99,Optum Ventures by UHG,company,,,,https://www.optumventures.com/,https://www.optumventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,"Israel,USA,Canada,UK",3. Early Revenue
1d3775f8-b193-4b87-b5f8-12445cab7fdf,Oxford Capital Partners,company,,,,http://www.oxcp.com/,http://www.oxcp.com/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
60ed0494-6ca4-4a90-a659-7c6fa51a39d0,Panacea Stars,company,,,,http://panacea-stars.com/,http://panacea-stars.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,"2. Prototype,3. Early Revenue"
e9a5ee53-2f61-4b3f-8414-583ba460782e,Pario Ventures,company,,"Pario works with entrepreneurs, CEOs, to identify and implement an exit strategy for the founder or shareholders including investment",,https://www.parioventures.com/,https://www.parioventures.com/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,USA","3. Early Revenue,4. Scaling,5. Growth"
99e56888-0c4a-41c1-8822-8f4f3383adcf,Parkwalk Advisors,company,,"Finance, Financial Services, Venture Capital",,https://parkwalkadvisors.com/,https://parkwalkadvisors.com/,,,UK,UK,"VC Founds - Seed - US/Europe,+100 best VC Funds in UK 🇬🇧",UK,3. Early Revenue
bb216667-2ec8-48c6-9367-ae3d65bc063e,Passion Capital Management,company,,,,https://www.passioncapital.com/,https://www.passioncapital.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
06c8311a-b2e8-46ba-a96b-1082e8623fb3,Piton Capital,company,,"Piton Capital is a venture capital and growth equity firm headquartered in London, United Kingdom.",,https://www.pitoncap.com/,https://www.pitoncap.com/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,France",3. Early Revenue
48cd5e8e-459e-4ff8-a2ac-1369c9f50bce,Playfair Capital,company,,,,https://playfaircapital.com/,https://playfaircapital.com/,,,UK,UK,"European Family Offices' Founders ,Top European VCs,+100 best VC Funds in UK 🇬🇧",UK,"2. Prototype,3. Early Revenue"
a2284f8d-3b12-4446-8ee6-c4dbc52a3bdd,Praetura Ventures,company,,,,https://www.praeturaventures.com/,https://www.praeturaventures.com/,,,"Manchester, UK","Manchester, UK","Top European VCs,+100 best VC Funds in UK 🇬🇧",UK,"3. Early Revenue,4. Scaling,5. Growth"
c329588f-f0c1-418d-a851-e9509b335cee,Redline Capital,company,,"Redline Capital Management manages a Luxembourg based, regulated fund, investing in Tech companies across North America, Europe & Israel.",,https://www.redline-capital.com/,https://www.redline-capital.com/,,,,,"All VCs ,+100 best VC Funds in UK 🇬🇧","USA,Israel,Canada,UK",3. Early Revenue
e5aa4d88-49de-465a-8b83-5a0edfe989ea,Rivers Capital Partners,company,,,,http://www.riverscap.com/about/about-us/,http://www.riverscap.com/about/about-us/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
22ba86af-1408-4fe5-8d8d-7b31b3369bcf,Ruffena Capital,company,,,,https://www.ruffena.co.uk/,https://www.ruffena.co.uk/,,,,,+100 best VC Funds in UK 🇬🇧,"USA,UK",3. Early Revenue
06df19d6-4a7c-4c2c-ab12-309bb5bf2c43,Saola Ventures,company,,,,https://www.saola.ventures/,https://www.saola.ventures/,,,,,+100 best VC Funds in UK 🇬🇧,"UK,USA,Germany,France",3. Early Revenue
e99a75ff-a38f-47c0-a0ee-d6c306b04028,Scottish Equity Partners,company,,,,https://www.sep.co.uk/,https://www.sep.co.uk/,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧",UK,
085d7dc9-23af-4ced-8893-3ceb5825ad0b,SC Ventures Fintech Bridge by Standard Chartered,company,,,,https://fintechbridge.scventures.io/public/homepage,https://fintechbridge.scventures.io/public/homepage,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,Canada,UK",3. Early Revenue
4e5fe84f-ccad-49c1-9e70-8623488c60c4,SeedReady,company,,,,https://www.seedready.org,https://www.seedready.org,,,,,+100 best VC Funds in UK 🇬🇧,UK,1. Idea or Patent
