id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,First cheque maximum,First cheque minimum,Investment thesis,Stage
d37944f5-b363-4b98-9ffa-04558a7cdac2,CE Ventures,company,,,,https://www.crescententerprises.com/ce-ventures/,https://www.crescententerprises.com/ce-ventures/,,,"Crescent House, P.O Box 2222, Corniche Al Buhaira, Sharjah, AE","Crescent House, P.O Box 2222, Corniche Al Buhaira, Sharjah, AE",VC investing in India ,"$7,000,000","$2,000,000","We invest in consumer tech (MENA, SE Asia and India), Enterprise tech (US) and deep tech (global).

We typically invest in Series B onwards. ","5. Growth,4. Scaling,6. Pre-IPO"
06809289-a441-4d2a-a272-35b7ddd1c4f1,Chiratae Ventures (ex-IDG Ventures India),company,,,,http://chiratae.com/,http://chiratae.com/,,,"Bangalore, Karnataka, India","Bangalore, Karnataka, India",VC investing in India ,,,,3. Early Revenue
38ba35f4-9c98-452f-a14f-ef10dd04ae95,Cisco Investments,company,,Cisco Investments is a corporate venture capital arm of Cisco that offers direct and fund of funds investments.,,https://www.ciscoinvestments.com/,https://www.ciscoinvestments.com/,,,"San Francisco, California, United States","San Francisco, California, United States","Corporate Venture Arms,VC investing in India ",,,,3. Early Revenue
d5aa900c-ce7a-4450-b69c-411f702fa6a4,Cloud Capital,company,,,,https://www.cloudcap.in/,https://www.cloudcap.in/,,,"Delhi, India","Delhi, India",VC investing in India ,"$250,000","$100,000",We invest in tech-first Indian startups building global products.,"3. Early Revenue,1. Idea or Patent,2. Prototype,4. Scaling"
af702d64-5aed-45e5-a0c4-b18cd8cd1fcd,ConvivialitÃ© Ventures,company,,,,https://www.convivialite-ventures.com/,https://www.convivialite-ventures.com/,,,"580 Howard, CA 94105, San Francisco, USA","580 Howard, CA 94105, San Francisco, USA",VC investing in India ,"$10,000,000","$250,000","We invest in technology companies that are changing the way people socialize, entertain, and share experiences together.

Backed by Pernod Ricard, we support entrepreneurs from series A to C who reinvent the future of convivialitÃ©.","3. Early Revenue,5. Growth,4. Scaling"
294d3700-4679-425a-a6bd-3233a079e1f2,Convrtx,company,,,,https://www.convrtx.com/,https://www.convrtx.com/,,,"Toronto, Ontario M4B 1B3, CA","Toronto, Ontario M4B 1B3, CA",VC investing in India ,"$200,000","$20,000","An award-winning venture studio that scales software startups to dominate markets, created by founders, for founders.","1. Idea or Patent,2. Prototype"
8596732c-8c29-42e6-8e50-5c5456e7bb2b,Courtside Ventures,company,,,,http://courtsidevc.com/,http://courtsidevc.com/,,,"148 W. 24th Street, New York, New York 10010, US","148 W. 24th Street, New York, New York 10010, US","All VCs ,VC investing in India ","$3,000,000","$500,000","We invest in early-stage companies across sports, collectibles, media, fitness, wellness and gaming. ","2. Prototype,3. Early Revenue,1. Idea or Patent"
f0470b7f-411c-414f-ae95-e5d578517746,CP Ventures,company,,,,https://cp.ventures/,https://cp.ventures/,,,"37 Bligh Street, Sydney NSW, Suite 2, Sydney, New South Wales 2000, AU","37 Bligh Street, Sydney NSW, Suite 2, Sydney, New South Wales 2000, AU","All VCs ,VC investing in India ","$500,000","$100,000","We invest globally in early stage, highly scalable, breakthrough technology companies","3. Early Revenue,1. Idea or Patent,2. Prototype"
fa9265a3-5608-4277-be02-2280e3359f03,Deutsche Telekom Hubraum Fund,company,,,,http://www.hubraum.com/investment,http://www.hubraum.com/investment,,,"Winterfeldtstr. 21, 10781 Berlin, Germany","Winterfeldtstr. 21, 10781 Berlin, Germany",VC investing in India ,"$350,000","$50,000","We invest in potential future strategic partners for the telco industry, especially in the areas of future connectivity and connected life & work such as 5G, IoT and AI.","2. Prototype,3. Early Revenue"
670ed91a-861a-4f23-a45d-ba9b64810dd6,Dexter Angels,company,,,,https://www.dexterangels.com,https://www.dexterangels.com,,,"Mumbai, Maharashtra 400070, IN","Mumbai, Maharashtra 400070, IN",VC investing in India ,"$100,000","$50,000",We invest in early-stage Indian startups.,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
24b17392-0540-4c0d-8d60-146be098dec3,Doha Tech Angels,company,,,,http://www.dta.qa/,http://www.dta.qa/,,,"D Ring Road, Building No 131, Doha, PO BOX 2116, QA","D Ring Road, Building No 131, Doha, PO BOX 2116, QA",VC investing in India ,"$250,000","$50,000",We invest in seed stage technology startups in MENA and South Asia.,"3. Early Revenue,4. Scaling"
90b10aee-56b0-4545-9416-3c946fbbc003,Earnest Capital,company,,,,https://earnestcapital.com/,https://earnestcapital.com/,,,"382 NE 191st St #52077, Miami, FL 33179, USA","382 NE 191st St #52077, Miami, FL 33179, USA",VC investing in India ,"$250,000","$25,000","We invest in ""calm companies,"" founders who care about building their company their way, not for VCs. We don't care if you raise another round of funding or if you want to exit for $5M. Success looks different to all founders and we'll work together to help you reach your goals. ",3. Early Revenue
c6f5a4c6-c5ee-4de6-b64d-6bcb94b08d6a,Eight Roads,company,,,,https://eightroads.com/en/,https://eightroads.com/en/,,,UK,UK,VC investing in India ,,,,3. Early Revenue
b948dc82-2117-4c32-8611-6a6559281a0c,Emerald Media by KKR,company,,,,http://emeraldmedia.asia/,http://emeraldmedia.asia/,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",VC investing in India ,,,,
f8a42269-4114-4ed8-bbcf-9efebc3fc08c,EMVC Emphasis Ventures,company,,,,https://www.em.vc/,https://www.em.vc/,,,"Mumbai, Maharashtra 100011, IN","Mumbai, Maharashtra 100011, IN",VC investing in India ,"$1,000,000","$100,000","We invest in breakthrough India-based or India-inspired fintech and insurtech startups (consumer, B2B, SaaS) with local scale and international potential.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
890c73bd-bead-47c4-90e5-c0441d17bd12,Exitfund Venture,company,,,,https://www.linkedin.com/company/exitfund/,https://www.linkedin.com/company/exitfund/,,,"San Jose, California","San Jose, California",VC investing in India ,"$100,000","$10,000","We invest in US and India software based startups with healthy traction and solving some big problem. 
We are open for any software/web3.0/blockchain based startup to invest irrespective of sector.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth"
fb969280-ed6b-4359-a76b-46baa0309829,Expert Dojo,company,,,,https://expertdojo.com/,https://expertdojo.com/,,,"395 Santa Monica Place, Santa Monica, CA 90405, United States","395 Santa Monica Place, Santa Monica, CA 90405, United States","All VCs ,VC investing in India ","$100,000","$50,000","We invest globally in preseed companies trying to scale quickly. 

Expert DOJO is the most active international early-stage startup accelerator in Southern California. We invest $100,000 in each of our startups and help them get traction and scale faster than they could ever do by themselves.

","2. Prototype,1. Idea or Patent,3. Early Revenue"
d67b7f68-bc72-49f3-a89a-e334aad2744a,Exponential Impact,company,,Exponential Impact is an economic development focused accelerator and incubator for early-stage companies in Colorado.,,https://exponentialimpact.xyz/,https://exponentialimpact.xyz/,,,USA,USA,VC investing in India ,"$250,000","$50,000",We invest in companies that have the potential to save the world (literally). Focused on early stage frontier technology companies that can provide radically effective solutions for climate change.,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
083499c8-3ab2-44af-a776-b93f3619e9b8,Factor[e] Ventures,company,,,,https://www.factore.com/,https://www.factore.com/,,,"430 N. College Ave, Fort Collins, Colorado 80524, US","430 N. College Ave, Fort Collins, Colorado 80524, US","All VCs ,Seed & Series A US VC's ,VC investing in India ","$750,000","$250,000","We invest in early-stage technology companies creating impact in emerging markets. We focus on 4 verticals: energy, mobility, waste, agriculture. ",3. Early Revenue
2d79cca4-a8f0-4055-ace7-8a3c8ca44fea,First Check Ventures,company,,,,https://www.firstcheckventures.com/,https://www.firstcheckventures.com/,,,Mexico,Mexico,VC investing in India ,"$1,000,000","$100,000",We invest in early stage startups across the globe,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype,1. Idea or Patent"
5ae5dabe-6b92-4536-aef7-f2127c80624c,Flash Ventures,company,,,,https://www.fl4sh.vc,https://www.fl4sh.vc,,,"Charlottenstraße 4, 10969 Berlin, Germany","Charlottenstraße 4, 10969 Berlin, Germany",VC investing in India ,"$1,000,000","$500,000","We invest in talented founders at pre-seed stage, empowering them to build game-changing businesses.","1. Idea or Patent,2. Prototype,3. Early Revenue"
fe7fef51-31d3-491a-b0ba-d7894cb7acb1,Flucas Ventures,company,,,,https://www.flucasvc.com/,https://www.flucasvc.com/,,,"Palm Beach, Florida, USA","Palm Beach, Florida, USA",VC investing in India ,"$5,000,000","$100,000","We invest in all geographies, sectors and stages, but have an emphasis on fintech and marketplaces. ","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO"
c3831c6e-42c3-4dc8-8818-84e01ddc7fff,Forster Chase Ventures,company,,,,https://www.forsterchase.com/ventures-1,https://www.forsterchase.com/ventures-1,,,"Hamilton House,  1 Temple Avenue,  Blackfriars, EC4Y 0HA","Hamilton House,  1 Temple Avenue,  Blackfriars, EC4Y 0HA",VC investing in India ,"$4,000,000","$100,000","We invest in businesses with three things: the right strategy, capital and talent. As such we have put together an all-encompassing one-stop shop where businesses can be nurtured and fostered towards full maturity.

The type of businesses we would be keen to work with are similar to ours â€“ agile, entrepreneurial and with a management team that is open to strategic advice from experienced industry C level executives and non-executives.
We also tend to work with capital intensive businesses within the Financial Services and Tech industries, particularly Insuretech, Fintech, Medtech and SAAS.

Unlike other business incubators or venture partners, we have a panel of extremely successful entrepreneurs and CEOs with a plethora of experience. When you work with us, you will be assigned one of the panel members to work with and they will both advise you on any specific processes such as fundraising, management buy-in and also become a board member.","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO"
9b6d681b-21f1-4a45-8430-886a0723068e,Foundamental,company,,,,https://foundamental.com/,https://foundamental.com/,,,"Budapester str 5, 10787, Berlin","Budapester str 5, 10787, Berlin","All VCs ,Top European VCs,VC investing in India ","$3,000,000","$200,000","We invest in construction-tech, supply chain, logistics, renovation-tech companies globally.","2. Prototype,3. Early Revenue,4. Scaling"
a8637b4d-aa81-4b09-94ff-e3a041a51439,FounderPartners,company,,,,https://www.founderpartners.co/,https://www.founderpartners.co/,,,"3 E 3rd Ave, San Mateo, California 94401, US","3 E 3rd Ave, San Mateo, California 94401, US",VC investing in India ,"$1,000,000","$50,000","We invest in global technical founders. We target capital-efficient businesses in software, digital media, APIs, and blockchain. Our center of gravity is in Silicon Valley but our team is global and we partner with companies from all over the world.","3. Early Revenue,5. Growth,4. Scaling"
935fcb47-c4cd-4f13-86d8-d01c99a25b67,Gamerforce Ventures,company,,,,https://www.gamerforce.vc,https://www.gamerforce.vc,,,Singapore,Singapore,VC investing in India ,"$250,000","$50,000","We invest in esports, gaming with a primary focus on platforms and software that can scale across leagues, games and teams. Most of our investments tend to have a B2B focus.","3. Early Revenue,4. Scaling"
a616497e-52d2-4cae-acf4-a3f947f55a14,GetVantage,company,,,,https://getvantage.co/,https://getvantage.co/,,,"16th Floor, D Wing, Trade World,Â Kamala Mills Compound,Â Senapati Bapat Marg,Â Lower Parel, Mumbai,Â Maharashtra 400013, India","16th Floor, D Wing, Trade World,Â Kamala Mills Compound,Â Senapati Bapat Marg,Â Lower Parel, Mumbai,Â Maharashtra 400013, India",VC investing in India ,"$200,000","$25,000","We finance exciting early and growth stage digital-first, eCommerce brands, and SaaS companies.

Investments range from $25K to $250k and are repaid via a revenue share agreement with a flat 6-12% fee.

As a founders-first company, we look to empower founders with non-dilutive growth capital to allow them to maintain ownership and control.

We are sector agnostic and look to identify high-growth and high potential companies that could benefit from revenue-based financing instead of equity capital to fuel marketing & inventory spends.

As we look to expand to Southeast Asia, we are scouting companies in Singapore and other markets across the region.","3. Early Revenue,4. Scaling,5. Growth"
d3d7deda-3eb1-4b98-97fd-d23a6223857d,GoAhead Ventures,company,,,,https://www.goaheadvc.com/,https://www.goaheadvc.com/,,,"535 Middlefield Ste 280 Road Menlo Park, CA 94025","535 Middlefield Ste 280 Road Menlo Park, CA 94025","All VCs ,Seed & Series A US VC's ,VC investing in India ","$1,500,000","$100,000","We invest in all sectors and all geographies.

We are a highly active pre-seed and seed stage venture capital fund based out of Silicon Valley. We invest in ALL technology sectors and ALL geographies, and we have invested in over 100 companies all over the world.  As a startup ourselves, we created a very open and fast video pitch process to serve all the entrepreneurs in the world.

Step 1: Please submit your video pitch here (takes ~5min) which is reviewed by all 3 of our managing partners within 3 days of submission.  

Step 2: Full GoAhead Partnership Zoom pitch, ideally with your full co-founding team.  >>>  (Step 3 happens on the following day at 5PM PST)

Step 3: GoAhead makes an offer using a standard SAFE document or a polite pass. This decision comes the day after your zoom pitch!

We look forward to reviewing your submission!","2. Prototype,1. Idea or Patent,3. Early Revenue"
91be3bc9-bec3-47ef-bd12-6f8071263f0f,GPI Global Partners Investments,company,,,,https://www.gpiuk.com/,https://www.gpiuk.com/,,,"E16 2DQ, London, UK","E16 2DQ, London, UK",VC investing in India ,"$30,000,000","$5,000","We invest in startups and established businesses in a sector-agnostic mandate and bring it under our strict due diligence to our pool of sovereigns, institutional, funds, and individual investors. Ticket size varies according to the stage of the startup or the opportunity and we structure equity investment deals.","1. Idea or Patent,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype"
e2916e5e-5a92-446e-b723-6fd54ad9ee50,GPO Fund,company,,,,https://www.gpofund.com/,https://www.gpofund.com/,,,"420 Lexington Avenue, Suite 1402, New York, NY 10170","420 Lexington Avenue, Suite 1402, New York, NY 10170",VC investing in India ,"$10,000,000","$5,000,000","We invest in tech-driven, founder-led, global companies that can harness global public capital markets to achieve growth, business expansion, and market leadership.","4. Scaling,5. Growth,6. Pre-IPO"
6560741e-1266-4123-8d6d-3fd5ca41d549,GrowX Ventures,company,,,,http://growxventures.com/,http://growxventures.com/,,,India,India,VC investing in India ,,,,2. Prototype
0975d057-cd4d-44c4-a6c0-d4af25dbe074,GSV Ventures,company,,GSV Ventures is a venture capital firm investing in the education technology sector.,,https://gsv.ventures/,https://gsv.ventures/,,,"171 2nd St, San Francisco, California US","171 2nd St, San Francisco, California US",VC investing in India ,"$15,000,000","$250,000",We invest in education technology companies only.,"3. Early Revenue,4. Scaling,5. Growth"
f386c0cf-4ff5-4703-9efd-184d165befbc,Henkel Ventures,company,,"Henkel Ventures is Henkel's corporate venture capital engagement, combining all venture activities across the companyâ€™s business units.",,https://www.henkel-ventures.com/,https://www.henkel-ventures.com/,,,"Düsseldorf, Nordrhein-Westfalen, Germany","Düsseldorf, Nordrhein-Westfalen, Germany","Corporate Venture Arms,VC investing in India ","$5,000,000","$1,000,000","We invest in New Engineered Materials, Smart Surfaces, Automated Manufacturing Equipment, Circular Economy, Advanced Packaging, Predictive Maintenance, Circular Economy, Data-driven Business Models, Design and Engineering Service, 3D Printing, Printed Electronics","2. Prototype,3. Early Revenue,4. Scaling,5. Growth"
04caf8c1-b050-4fa7-9b4f-e5377caa9ef4,Horseshoe Capital,company,,,,https://horseshoe.vc,https://horseshoe.vc,,,"Los Angeles, CA","Los Angeles, CA",VC investing in India ,"$250,000","$50,000",We invest in early-stage web3-focused startups.,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
b0128f26-80db-4a35-b239-9edec9a7a53a,Houghton Street Ventures,company,,,,https://houghtonstreet.com,https://houghtonstreet.com,,,"LSE Library, 10 Portugal St, Holborn, London WC2A 2HD, United Kingdom","LSE Library, 10 Portugal St, Holborn, London WC2A 2HD, United Kingdom",VC investing in India ,"$2,500,000","$500,000","We invest in students and alumni of the London School of Economics, globally, at Seed and Series A.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
f7730232-fdfe-4e91-ac8a-0f019ea5f5c1,Hoxton Ventures,company,,,,https://www.hoxtonventures.com/,https://www.hoxtonventures.com/,,,UK,UK,"All VCs ,Top European VCs,VC investing in India ",,"$250,000",,3. Early Revenue
494d0780-1b27-482c-bd60-b7c45b3c6d0c,Hummingbird Ventures,company,,,,https://www.hummingbird.vc/,https://www.hummingbird.vc/,,,"London, United Kingdom","London, United Kingdom","All VCs ,Top European VCs,VC investing in India ","$10,000,000","$500,000",We invest in entrepreneurial genius globally at early-stage.,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
634a9907-35e5-4e4c-8488-feef90fa1e6f,IAN Fund,company,,,,https://www.ian-fund.com/,https://www.ian-fund.com/,,,"Delhi, India","Delhi, India",VC investing in India ,"$6,000,000","$1,000,000",We invest in post-revenue Indian startups. Sector agnostic.,"3. Early Revenue,4. Scaling,5. Growth"
2a102a4e-c9e7-4e40-a7b9-ef352dc69ed9,iBos Ventures,company,,,,https://www.ibosventures.com/,https://www.ibosventures.com/,,,"12130 Millennium Drive, Los Angeles, CA 90094","12130 Millennium Drive, Los Angeles, CA 90094",VC investing in India ,"$500,000","$10,000",We invest in tech-enabled businesses to positively impact society.,"1. Idea or Patent,2. Prototype,4. Scaling,3. Early Revenue,5. Growth,6. Pre-IPO"
7c091697-7918-4937-ba87-60b57a24d3df,IDG Ventures,company,,,,http://www.idgventures.com/,http://www.idgventures.com/,,,"Bangalore, Karnataka, India","Bangalore, Karnataka, India",VC investing in India ,,,,
612d1443-2b75-4f6f-a7f9-1c3cfa19dd1c,Immeasurable,company,,Immeasurable creates companies and invests in founders and fund managers.,,https://immeasurable.com,https://immeasurable.com,,,"West Hollywood, CA 90069","West Hollywood, CA 90069",VC investing in India ,"$100,000","$25,000",We invest in founders building ambitious companies all across the globe.,"3. Early Revenue,2. Prototype,1. Idea or Patent"
d6b79cda-c8a6-40aa-9d4d-3a5ca4e0ab14,Indian Angel Network,company,,,,https://www.indianangelnetwork.com/,https://www.indianangelnetwork.com/,,,"Delhi, India","Delhi, India","All VCs ,VC investing in India ","$1,000,000","$30,000",We invest in early and growth-stage startups. We're sector agnostic and have invested in over 160 companies across 17 different sectors and 7 countries.,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth"
