id,firstname,lastname,contactType,jobTitle,gender,description,birthday,favoriteEmail,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,companies,lastInteraction,nbInteractions,groups,Continent,Country,LinkedIn
11225269-9bd6-4065-98fb-d260b29c9514,Thomas Jones,,person,,,,,,,charlottestreetcapital.com,charlottestreetcapital.com,,,London,London,Charlotte Street Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/charlotte-street-capital-limited
129e76a2-0132-40c6-a2b5-2b9b864283aa,Mikkel,Hammershøj,person,,,,,,,-,-,,,Middelfart,Middelfart,Selfinvest Family Office,,0,European Family Offices' Founders ,Europe,Denmark,linkedin.com/company/selfinvest-family-office
12a05bd3-9e6d-4844-85b9-183e224483e2,Andrea Colombo,,person,,,,,,,u-start.biz,u-start.biz,,,Lugano,Lugano,U-Start,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/u-start
14e36573-edea-4560-89f6-804032f79c09,Burkhard,Wittek,person,,,,,,,forumgruppe.de,forumgruppe.de,,,Munich,Munich,Forum Family Office,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/forum-family-office
14e61a10-604a-4ea0-9fe5-8104a6332594,Martin,Hauge,person,,,,,,,frogcapital.com,frogcapital.com,,,London,London,Frog Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/frog-capital-ltd
15477415-e6f0-420c-8e10-0e3bd546b2ae,Pascal,Seppelfricke,person,,,,,,,seppelfricke-family-office.de,seppelfricke-family-office.de,,,Dusseldorf,Dusseldorf,Seppelfricke & Co. Family Office,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/seppelfricke-&-co-family-office-ag
15befae9-57d2-46d3-b2a3-86c9824761cc,Matteo Cerri,,person,,,,,,,tfo.de,tfo.de,,,Bensheim,Bensheim,TFO Family Office,,0,European Family Offices' Founders ,Europe,Germany,-
162f0077-6d80-4d30-b212-969a7129de4d,Etienne,Queti,person,,,,,,,-,-,,,Paris,Paris,Groupe Arnault,,0,European Family Offices' Founders ,Europe,France,linkedin.com/company/groupe-arnault
174e564d-c80c-4395-bc7e-8bb3c8a7c58f,Antoine,Friling,person,,,,,,,praxisnv.be,praxisnv.be,,,Antwerp,Antwerp,Praxis,,0,European Family Offices' Founders ,Europe,Belgium,-
186419e6-01f4-4294-b4ae-a2e6851df0dd,Roberto,Falzoni,person,,,,,,,denarius.ch,denarius.ch,,,Geneva,Geneva,Denarius Conseils & Gestion,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/denarius-conseils-&-gestion-s-a-
19683367-da70-476c-a000-569bf4f856ab,Hans-Jürgen,Queisser,person,,,,,,,ppt.ch,ppt.ch,,,Geneva,Geneva,de Pury Pictet Turrettini & Sie,,0,European Family Offices' Founders ,Europe,Switzerland,-
1bf59ffe-9128-459c-8e55-ca51ec967994,Martin,Görlitz,person,,,,,,,bfu.de,bfu.de,,,Koblenz,Koblenz,bfu,,0,European Family Offices' Founders ,Europe,Germany,
1e6b8963-163c-449a-8b27-4ffab690c7b4,Fabian,Heilemann,person,,,,,,,heilemann-ventures.com,heilemann-ventures.com,,,Berlin,Berlin,Heilemann Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/heilemann-ventures-gmbh
208fb078-fbbc-4e76-a482-b1a299193a5a,James Murray,,person,,,,,,,-,-,,,St Helier,St Helier,Murray Family Office Limited,,0,European Family Offices' Founders ,Europe,Jersey,linkedin.com/company/the-murray-family-office-limited
26b86879-2e6b-4386-bed6-460da19f071b,Matthew Fleming,,person,,,,,,,stonehagefleming.com,stonehagefleming.com,,,Zurich,Zurich,Stonehage Fleming,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/stonehagefleming
278d69de-b175-44ac-8609-b390909e7eb7,Patrick Johannes,Aregger,person,,,,,,,landert.ch,landert.ch,,,Zurich,Zurich,Landert Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,-
287852b1-ba98-46dc-bfaa-edd7f4ab6ca9,Kaha,Baindurashvili,person,,,,,,,willsfort.com,willsfort.com,,,-,-,Willsfort,,0,European Family Offices' Founders ,Europe,Georgia,-
2903ae14-5063-41d5-93b1-c1c112d70e96,Patrick,de Maeseneire,person,,,,,,,jacobsag.ch,jacobsag.ch,,,Zurich,Zurich,Jacobs Holding,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/jacobsholdingag
2a50e98c-5854-44d6-991a-089d6c6dd5c0,Eric,Pittomvils,person,,,,,,,flossbachvonstorch.de,flossbachvonstorch.de,,,Köln,Köln,Flossbach von Storch,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/flossbach-von-storch
2cc4206c-8894-4b17-85ea-31f9491f1c2b,Claus,Kuehn,person,,,,,,,hamburg-family-office.com,hamburg-family-office.com,,,Hamburg,Hamburg,Hamburg Family Office (HFO),,0,European Family Offices' Founders ,Europe,Germany,-
2d2a6630-8737-43f8-84c4-9b2af39ae1c9,Rouven,Westphal,person,,,,,,,hpc-office.com,hpc-office.com,,,Potsdam,Potsdam,HPC Germany,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/hpc-office
2dfd2e82-3b77-4119-9fcf-669b9ab4acee,Hjalmar,Didrikson,person,,,,,,,didriksonpartners.com,didriksonpartners.com,,,Stockholm,Stockholm,Alfvén & Didrikson,,0,European Family Offices' Founders ,Europe,Sweden,linkedin.com/company/alfv-n-&-didrikson-ab
2f4cf9e9-0dfb-42f3-b7c8-d11cc3eb08b8,Søren Thorup,Sørensen,person,,,,,,,kirkbi.com,kirkbi.com,,,Billund,Billund,KIRKBI A/S,,0,European Family Offices' Founders ,Europe,Denmark,linkedin.com/company/kirkbi-a-s
3299a319-3051-4b37-96a6-f10bb277e230,François,Bueche,person,,,,,,,atag-pcs.ch,atag-pcs.ch,,,Basel,Basel,ATAG Private & Corporate Services,,0,European Family Offices' Founders ,Europe,Switzerland,-
341781c3-e976-4c15-b464-bfb2aa213ca8,Joakim,D Lehmkuhl,person,,,,,,,octogone.ch,octogone.ch,,,Geneva,Geneva,Octogone Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,-
34935b69-62fe-4679-9647-01b412d11215,Will Wyatt,,person,,,,,,,caledonia.com,caledonia.com,,,London,London,Caledonia Investments,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/caledonia-investments
35d766ae-5828-40e1-b5b9-73d858b383d3,Luca Silvia,Rancilio,person,,,,,,,ranciliocube.com,ranciliocube.com,,,Milano,Milano,Rancilio Cube,,0,European Family Offices' Founders ,Europe,Italy,linkedin.com/company-beta/5075237/
35fa25ff-cb53-4255-a5a7-0949f00e9309,Jeremie,Berrebi,person,,,Jeremie Berrebi is the CEO and Founder of MeetB. He previously worked at Fresh Planet as a Co-Founder. Jeremie Berrebi attended Yeshiva Neti...,,,,kimaventures.com,kimaventures.com,,,Paris,Paris,Kima Ventures,,0,European Family Offices' Founders ,Europe,France,linkedin.com/company/kima-ventures
384b4072-539d-4d1b-af1e-4824a150e6f7,James Fleming,,person,,,,,,,sandaire.com,sandaire.com,,,London,London,SandAire,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/sand-aire-limited
388b3d98-aec0-4160-a35c-62d938927147,Kerstin,Cooley,person,,,,,,,moorcap.com,moorcap.com,,,Stockholm,Stockholm,Moor,,0,European Family Offices' Founders ,Europe,Sweden,-
3bb0738d-3c63-4090-b102-03439e822d43,Jose Martin,Cabiedes,person,,,,,,,cabiedesandpartners.com,cabiedesandpartners.com,,,Madrid,Madrid,Cabiedes & Partners,,0,European Family Offices' Founders ,Europe,Spain,linkedin.com/company/cabiedes-&-partners
3c70ddc6-b8bd-4725-ad89-6cb5f6cd46ca,Johan,Gesink,person,,,,,,,backershage.com,backershage.com,,,Bussum,Bussum,Backershage B.V.,,0,European Family Offices' Founders ,Europe,Netherlands,-
3fdad322-4189-4806-b492-56f9e405d2d0,Bernhard,Oberhofer,person,,,,,,,haraldquandt.de,haraldquandt.de,,,Bad Homburg vor der Höhe,Bad Homburg vor der Höhe,Harald Quandt Holding,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/harald-quandt-holding-gmbh
41987aca-0160-45ef-8bec-15d88010e2ae,Johnny Hewett,,person,,,,,,,smedvigcapital.com,smedvigcapital.com,,,London,London,Smedvig Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/smedvig-capital
42988175-4ae0-4310-a36b-9dbd587795b6,Marcel Van,Poecke,person,,,,,,,atlasinvest.be,atlasinvest.be,,,Brussels,Brussels,AtlasInvest,,0,European Family Offices' Founders ,Europe,Belgium,linkedin.com/company/atlasinvest
446fa446-b42c-4cad-93c8-dea0df5a2683,Till,Reinicke,person,,,,,,,r-fo.de,r-fo.de,,,Baden-Baden,Baden-Baden,Reinicke Family Office,,0,European Family Offices' Founders ,Europe,Germany,-
49fe05ff-8ff0-44f5-ac8b-1d955f94119b,Alan Morris,,person,,,,,,,londinium.ie,londinium.ie,,,Dublin,Dublin,Londinium Family Office,,0,European Family Offices' Founders ,Europe,Ireland,-
4a263204-14b0-4184-9b79-dc880aa66ee0,George Coelho,,person,,,,,,,cofraholding.com,cofraholding.com,,,Zug,Zug,Cofra Holding,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/good-energies
4f227ebd-62af-4ad1-a0ed-e531f24850a6,Federico,Pirzio-Biroli,person,,,,,,,playfaircapital.com,playfaircapital.com,,,London,London,Playfair Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/playfair-capital
4fb987c3-454e-49ee-a12a-cdbb590afdb2,Peter,Schuppli,person,,,,,,,cottonfield.ch,cottonfield.ch,,,Zurich,Zurich,Cottonfield Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/cottonfield-family-office-ag
50661315-34b9-4e7a-ba73-6deb96786be6,Rico,Baumgartne,person,,,,,,,bfoag.ch,bfoag.ch,,,Zurich,Zurich,Baumgartner Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,-
506cd4f5-8c7e-4069-8122-6c9e9268b597,Nicandro,Barile,person,,,,,,,helvetic-trust.ch,helvetic-trust.ch,,,Bern,Bern,Helvetic Trust,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/helvetic-trust-ltd.
53896083-9537-4449-9412-2956b3855e0b,Kim Risto,Groop,person,,,,,,,firstfellow.com,firstfellow.com,,,Helsinki,Helsinki,First Fellow Partners,,0,European Family Offices' Founders ,Europe,Finland,
55b223be-6539-4f64-a9b1-d7ccaac4c44e,Michael Parsons,,person,,,,,,,wreninvestmentoffice.com,wreninvestmentoffice.com,,,London,London,Wren Investment Office,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/wren-investment-office
5932adfc-49ec-4294-ae6f-72d2cb6c1298,Tilly Franklin,,person,,,,,,,-,-,,,London,London,Alta Advisers Limited,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/alta-advisers-limited
59969594-fe95-40d4-9e6d-95ee27e464ff,Oliver,Samwer,person,,,,,,,globalfounders.vc,globalfounders.vc,,,London,London,Global Founders Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/global-founders-capital
59e4069e-c03a-4eda-bea5-e68bbbda2fb8,Jon Wright,,person,,,,,,,jamjarinvestments.com,jamjarinvestments.com,,,London,London,JamJar Investments,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/jamjar-investments
5b02841f-b91a-4f69-a8a2-2d02a6f54f1d,Mariana,Bozesan,person,,,,,,,aqalcapital.com,aqalcapital.com,,,Munich,Munich,AQAL Capital,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/aqal-capital
5b7b9f82-f461-4170-bbe4-cd183885e4a8,Duncan,Rooders,person,,,,,,,matcorp.nl,matcorp.nl,,,Hoofddorp,Hoofddorp,Matcorp Investments,,0,European Family Offices' Founders ,Europe,Netherlands,linkedin.com/company/matcorp-investments
5d53ba2b-49bb-42cc-9b52-fb755dab18ac,Bill,Procter,person,,,,,,,cbg.uk.com,cbg.uk.com,,,London,London,Consensus Business Group,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/consensus-business-group
5fe473fa-f927-4b7b-a5c7-1b9f01a9e82e,Masoud Kamali,,person,,,,,,,westtechventures.de,westtechventures.de,,,Berlin,Berlin,WestTech Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/westtech-ventures-gmbh
61002c4b-f454-46f9-8c6b-4f83cbb1d6da,Jens,Söderholm,person,,,,,,,batofin.fi,batofin.fi,,,Helsinki,Helsinki,Batofin Oy Ab,,0,European Family Offices' Founders ,Europe,Finland,-
626360f7-073d-4f4a-bbac-34c51c88f7df,Brian Souter,,person,,,,,,,souterinvestments.com,souterinvestments.com,,,Edinburgh,Edinburgh,Souter Investments,,0,European Family Offices' Founders ,Europe,Scotland,linkedin.com/company/souter-investments-limited
6825678e-9be8-4a63-80de-93edecc3e436,Aksel,Azrac,person,,,,,,,1875.ch,1875.ch,,,Geneva,Geneva,1875 Finance,,0,European Family Offices' Founders ,Europe,Switzerland,-
683de99b-7708-44ef-a1f6-d2f76be343b1,Carolina,Müller-Möhl,person,,,,,,,mm-grp.com,mm-grp.com,,,Zurich,Zurich,Müller-Möhl Group,,0,European Family Offices' Founders ,Europe,Switzerland,-
6a3ec51b-c8df-4946-bb97-3c0469f6ffc5,Gualtiero,Giori,person,,,,,,,1782group.com,1782group.com,,,Geneva,Geneva,1782 group,,0,European Family Offices' Founders ,Europe,Switzerland,-
6ca83c1e-5683-4ec5-8bb4-557b0cc1a2cc,Bernard Frédéric,Girardet,person,,,,,,,cleareight.com,cleareight.com,,,Geneva,Geneva,Clear Eight Capital,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/clear-eight-property
6e49e5e3-0457-4b08-9c31-fe82e2dbcb6a,Tony,Knecht,person,,,,,,,ihagholding.ch,ihagholding.ch,,,Zurich,Zurich,IHAG Holding,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/ihag-holding-ag
71b75a39-40ca-4218-ad68-bd794e49a5c2,Nabil,Chartouni,person,,,,,,,acropolis-capital.com,acropolis-capital.com,,,London,London,Acropolis Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/acropolis-capital
73263aea-f058-435a-9d25-2c6e006e4d9a,Adam Said,,person,,,,,,,aceandcompany.com,aceandcompany.com,,,London,London,ACE & Company,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/ace-&-company-development-group
747eca20-42f8-4cad-85ac-941ab0b6ed5a,Raffi,Balyozyan,person,,,,,,,ggwm.ch,ggwm.ch,,,Geneva,Geneva,Genthod Global Wealth Management,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/genthod-global-wealth-management---ggwm
7721a2c9-c5c0-4e36-86dd-f341f78d8164,Bernd,Wendeln,person,,,,,,,-,-,,,Munich,Munich,WEGA Invest,,0,European Family Offices' Founders ,Europe,Germany,-
7ad64c4e-07e1-43d5-b3c3-89cab1fe48ee,Mick Mende,,person,,,,,,,mende.de,mende.de,,,Karlsruhe,Karlsruhe,Mende Family Office,,0,European Family Offices' Founders ,Europe,Germany,-
8201bc2b-5e81-47ed-bac0-e73b5cb6ed4c,Jan Christoph,Gras,person,,,,,,,berlinventures.com,berlinventures.com,,,Berlin,Berlin,Berlin Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/berlin-ventures-limited
8305d687-5a39-4751-9eb4-363b103e1c36,Frédéric,de Mevius,person,,,,,,,verlinvest.be,verlinvest.be,,,Brussels,Brussels,Verlinvest,,0,European Family Offices' Founders ,Europe,Belgium,linkedin.com/company/verlinvest
84620c6e-0473-40d2-93d4-3eabf00f9dc0,Marc,Hoffmann,person,,,,,,,quilvest.com,quilvest.com,,,Paris,Paris,Quilvest Switzerland,,0,European Family Offices' Founders ,Europe,France,linkedin.com/company/quilvest-usa-inc._2
8a607a54-f615-4d97-96d9-38313c914bbc,Stefan,Schaffhauser,person,,,,,,,clbrm.com,clbrm.com,,,Zurich,Zurich,Calibrium,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/calibrium-ag
8b18a3c3-1b64-45cf-9455-6e7e8d2fea29,Doug Scott,,person,,,,,,,potential.vc,potential.vc,,,London,London,Potential VC,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/potential-vc
8e3c66e0-81bb-4ce9-a6ba-f61b6b10922a,David,Cowling,person,,,,,,,generaloriental.com,generaloriental.com,,,Geneva,Geneva,General Oriental Investments,,0,European Family Offices' Founders ,Europe,Switzerland,-
8e57bfbd-b355-40b5-9459-2941a033eecc,Hjalmar,Winbladh,person,,,,,,,eqtventures.com,eqtventures.com,,,Stockholm,Stockholm,EQT Ventures,,0,European Family Offices' Founders ,Europe,Sweden,linkedin.com/company/eqt-ventures
8f95ae47-1255-4676-9ea3-163b8d23fa9a,Shane Feng,,person,,,,,,,coralreef.io,coralreef.io,,,London,London,Coral Reef IO,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/coral-reef-io
91e78930-8e61-4c2a-8095-9989db56ce85,Francois,Jourdin,person,,,,,,,mj-et-cie.com,mj-et-cie.com,,,Paris,Paris,MJ&Cie,,0,European Family Offices' Founders ,Europe,France,-
997b236a-cc72-474a-bdf2-5de0d85dbdb3,Beat,Rauss,person,,,,,,,univest.ch,univest.ch,,,Basel,Basel,Univest,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/univest-ag
9a54f9c6-379f-4b74-a5e1-31808cff5273,Thomas,Rüschen,person,,,,,,,deutsche-oppenheim.de,deutsche-oppenheim.de,,,Munich,Munich,Deutsche Oppenheim Family Office,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/deutsche-oppenheim-family-office-ag
9e2452b1-7179-4455-82f2-d650d3c60e9d,Fiona,Frick,person,,,,,,,unigestion.com,unigestion.com,,,Geneva,Geneva,Unigestion,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/unigestion
9ffa10dc-0337-47dd-8cfd-d09a8203c2e2,York,Hosak,person,,,,,,,faktum-b.de,faktum-b.de,,,Frankfurt,Frankfurt,faktum-b,,0,European Family Offices' Founders ,Europe,Germany,-
a1e89022-5cc2-4249-aaa5-7db88614aecc,Patrick Héritier,,person,,,,,,,pleion.ch,pleion.ch,,,Geneva,Geneva,Plurigestion,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/plurigestion-sa
a3aa2934-a7e3-4153-8635-998b66670670,Dieter,Spälti,person,,,,,,,s-vm.com,s-vm.com,,,Rapperswil-Jona,Rapperswil-Jona,Spectrum Value Management,,0,European Family Offices' Founders ,Europe,Switzerland,-
a42ecd51-d658-483b-91b1-3f5c98810d69,Vitaly,Rubstein,person,,,,,,,rubylight.com,rubylight.com,,,Riga,Riga,RubyLight,,0,European Family Offices' Founders ,Europe,Latvia,linkedin.com/company/rubylight
abe2ce7a-884c-4f30-91cb-743b989f710c,Mihir,Kotecha,person,,,,,,,thi-investments.com,thi-investments.com,,,Stuttgart,Stuttgart,THI Investments,,0,European Family Offices' Founders ,Europe,Germany,-
ae6449dd-71b3-4191-83cd-8164b8417a3a,Neil Hutchinson,,person,,,,,,,neonadventures.com,neonadventures.com,,,London,London,Neon Adventures,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/neon-adventures
aef28bbe-d926-4319-9b68-fc7d0f4211aa,Niclas,Diesen,person,,,,,,,hartwallcapital.fi,hartwallcapital.fi,,,Helsinki,Helsinki,Hartwall Capital,,0,European Family Offices' Founders ,Europe,Finland,linkedin.com/company/hartwall-capital-oy-ab
b27dfeaa-b943-460e-b3ab-a9a6653ebba5,Richard Adams,Adams,person,,,,,,,capgenpartners.com,capgenpartners.com,,,London,London,Capital Generation Partners,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/capital-generation-partners
b32acb0b-6a89-458b-b686-75510dc8a21e,Jens,Spudy,person,,,,,,,spudy.com,spudy.com,,,Hamburg,Hamburg,Spudy & Co. Family Office,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/spudy-family-office-gmbh
b6cee2f9-584c-4efd-b680-f065f8c8161d,Maria,Dramalioti-Taylor,person,,,,,,,beaconcapital.co.uk,beaconcapital.co.uk,,,London,London,Beacon Capital - London based tech VC,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/beacon-capital-llp
b744b2cb-8886-44df-9575-4d8d804f8a67,Sandro,Salsano,person,,,,,,,salsanofamily.com,salsanofamily.com,,,London,London,Salsano Family Office,,0,European Family Offices' Founders ,Europe,United Kingdom,-
b9c2ac59-4c7e-4eac-885f-b5f73cc0e436,Gianni,Poncini,person,,,,,,,smctrust.ch,smctrust.ch,,,Ascona,Ascona,SMC Trust Office,,0,European Family Offices' Founders ,Europe,Switzerland,-
be33d125-3e04-42b2-85cd-8ec91579ef23,Thomas,Hoegh,person,,,,,,,artsalliance.co.uk,artsalliance.co.uk,,,London,London,Arts Alliance,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/artsalliance
c0d66981-5c3a-4b6d-b438-d09a54279909,Alain,Falys,person,,,,,,,firestartr.co,firestartr.co,,,London,London,Firestartr,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/firestartr
c1278b15-d0df-4aa2-9b6b-27aa3dbfc961,Hans,Bruderer,person,,,,,,,hbvag.ch,hbvag.ch,,,Zurich,Zurich,H. Bruderer Vermögensverwaltung,,0,European Family Offices' Founders ,Europe,Switzerland,-
c34e2ca4-413b-4232-b0f3-64b6c14c8480,Simon Minder,,person,,,,,,,marcuardfamilyoffice.com,marcuardfamilyoffice.com,,,Zurich,Zurich,Marcuard Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/marcuard-family-office
c374a3f2-71d6-4f36-b390-d480e68af318,Frank,N Stolpmann,person,,,,,,,extraindustries.com,extraindustries.com,,,Dortmund,Dortmund,EX.TRA Management,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/ex-tra-management-gmbh
c3bf02b7-aff2-4f73-9dab-388cd2bec00a,Philipp,Semmer,person,,,,,,,motuventures.com,motuventures.com,,,Berlin,Berlin,Motu Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/motuventures
c40e4fa3-0afc-4aad-ade1-9c7daee94238,Dominik,Ezehnder,person,,,,,,,kehrlizehnder.com,kehrlizehnder.com,,,Zurich,Zurich,Kehrli & Zehnder Global Wealth Management,,0,European Family Offices' Founders ,Europe,Switzerland,-
c5938c8f-18ec-43e0-91f6-b29508fe847f,António,Campinos,person,,,,,,,financeprivategroup.com,financeprivategroup.com,,,Lisbon,Lisbon,Finance Private Group,,0,European Family Offices' Founders ,Europe,Portugal,-
c680768e-53b3-4fe2-b138-f55707d3ebb4,Frey,Rainer-Marc,person,,,,,,,horizon21.com,horizon21.com,,,Pfaeffikon,Pfaeffikon,Horizon21,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/horizon21
c80fa292-4dcb-4836-af57-c1eae2c41ca4,Yogesh Dewan,,person,,,,,,,hassium.co.uk,hassium.co.uk,,,London,London,Hassium Asset Management,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/hassium-asset-management-limited
c954e86c-345d-4754-84fd-137d2642eaf0,Andrew Schneider,,person,,,"Schneider Family Office is a trusted and reputable wealth management firm that offers personalized financial planning and advisory services to high-net-worth individuals and families. With a focus on preserving and growing wealth for future generations, Schneider Family Office provides comprehensive investment management, tax planning, estate planning, and philanthropic services. The team of experienced financial professionals at Schneider Family Office is dedicated to understanding each client's unique financial goals and crafting customized solutions to help them achieve long-term success. Trust Schneider Family Office to provide expert guidance and support in managing your wealth and securing your financial future. Visit schneider-fo.com to learn more about our services and how we can help you reach your financial goals.",,,,https://www.linkedin.com/in/ACwAAAAFQGgBY520QalzkZ3kbF_dtYelPTTiGyI/,https://www.linkedin.com/in/ACwAAAAFQGgBY520QalzkZ3kbF_dtYelPTTiGyI/,,,Alfter,Alfter,Schneider Family Office,,0,European Family Offices' Founders ,Europe,Germany,-
ca56adb4-d77e-4481-beef-7b581d7e5ab0,Albert,Niggli,person,,,,,,,arabella-finanz.ch,arabella-finanz.ch,,,Chur,Chur,Arabella Vermögensverwaltung,,0,European Family Offices' Founders ,Europe,Switzerland,-
ca57ad07-c2ff-446f-8578-92b91f8666c7,Ramiz Haddad,,person,,,,,,,-,-,,,Hamburg,Hamburg,Ramiz Haddad Family Office,,0,European Family Offices' Founders ,Europe,Germany,-
ce134408-dea9-4f60-9f9f-6b24a97f8980,Bruno,Sacher,person,,,,,,,gaydoul-group.ch,gaydoul-group.ch,,,Friesbach,Friesbach,Gaydoul Group,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/gaydoul-group-ag
