id,firstname,lastname,contactType,jobTitle,gender,description,birthday,favoriteEmail,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,companies,lastInteraction,nbInteractions,groups,Industry,Investment Stage,Website
2e9c1da1-a499-4c51-8b76-9f8c3fd2fb77,Arnaud,Vincent,person,Managing Director,,,,,,https://www.linkedin.com/in/arnaud-vincent-1a144125,https://www.linkedin.com/in/arnaud-vincent-1a144125,,,,,Eurazeo,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,FinTech,Real Estate","Series A,Series B",
2f85eb42-8423-422d-b951-09298cd7932f,Pierre,Bricault,person,Investor,,Investor in B2B software start-ups & scale-ups with European roots and global ambitions,,,,https://www.linkedin.com/in/pierre-bricault-b5720384,https://www.linkedin.com/in/pierre-bricault-b5720384,,,,,Dawn Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,FinTech","Seed,Series A",https://dawncapital.com/
30203748-e6e1-4e9c-bb9a-91da4dd29496,Julien,Renaud,person,Investment Director,,,,,,https://www.linkedin.com/in/renaudjulien,https://www.linkedin.com/in/renaudjulien,,,,,Blackfin Capital Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,Healthcare","Seed,Series A,Series B,Growth","http://www.blackfincp.com
"
30273e0e-b5ca-495f-bca5-137adea3e248,Myrtil,Mitanga,person,Member,,,,,,https://www.linkedin.com/in/myrtil-mitanga,https://www.linkedin.com/in/myrtil-mitanga,,,,,Eutopia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Food Tech,Real Estate","Seed,Series A",https://eutopia.vc/
305e33c6-b755-49ec-a19d-1428b60ef9dd,Benjamin,Arm,person,CEO,,,,,,https://www.linkedin.com/in/benjamin-arm-178283,https://www.linkedin.com/in/benjamin-arm-178283,,,,,Omnes Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Apps,BioTech,EdTech,Energy,B2B SaaS,Healthcare","Series A,Series B,Seed","http://www.omnescapital.com
"
3092b186-d19f-4854-be10-d682f5498314,Camille,Kriebitzsch,person,Partner & Co-Founder,,,,,,https://www.linkedin.com/in/camille-kriebitzsch-8bb61251,https://www.linkedin.com/in/camille-kriebitzsch-8bb61251,,,,,Eutopia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Food Tech,Real Estate","Seed,Series A",https://eutopia.vc/
313c5f5d-3e89-4d42-ae0e-1bf02df18e02,Remi,Said,person,"Co-Founder, Co-Head and General Partner Partech Impact",,,,,,https://www.linkedin.com/in/r%C3%A9mi-said-99953813,https://www.linkedin.com/in/r%C3%A9mi-said-99953813,,,,,Partech,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Apps,IA,Commerce & Shopping,Data & Analytics,Energy,FinTech,Healthcare","Seed,Series A,Series B,Growth",https://partechpartners.com/
328a7801-91a3-49ae-8610-0db94bb9b05f,Pierre,Maillard,person,University of California Berkeley Haas School of Business,,,,,,https://www.linkedin.com/in/p-maillard,https://www.linkedin.com/in/p-maillard,,,,,Blackfin Capital Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,Healthcare","Seed,Series A,Series B,Growth","http://www.blackfincp.com
"
3310b7a4-12d9-4b1f-9b17-b1c957e90921,Paul,Maurens,person,Venture capital analyst,,,,,,https://www.linkedin.com/in/paulmaurens,https://www.linkedin.com/in/paulmaurens,,,,,Omnes Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Apps,BioTech,EdTech,Energy,B2B SaaS,Healthcare","Series A,Series B,Seed",http://www.omnescapital.com
34646023-d964-4d24-8da9-c959c84811dc,Olivier,Reboul,person,Consultant,,,,,,https://www.linkedin.com/in/olivier-reboul-0ab8ba12,https://www.linkedin.com/in/olivier-reboul-0ab8ba12,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,BioTech,EdTech,Healthcare,IA","Seed,Series A,Series B,Growth",https://www.elaia.com/
35213d12-807a-497f-a15b-c09081024fb2,Matthieu,Lattes,person,General Partner,,,,,,https://www.linkedin.com/in/matthieulattes,https://www.linkedin.com/in/matthieulattes,,,,,White Star Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,Commerce & Shopping,FinTech,Healthcare,Food Tech,B2B SaaS","Series A,Series B,Growth","http://www.whitestarcapital.com
"
3670538e-3eee-41e8-b125-be53ad378717,Matthieu,Chavanel,person,Partner @OtiumCapital,,,,,,https://www.linkedin.com/in/matthieuchavanel,https://www.linkedin.com/in/matthieuchavanel,,,,,Otium Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Apps,BioTech,EdTech,Energy,B2B SaaS,Healthcare","Series A,Series B,Seed","http://www.omnescapital.com
"
36ca270a-eb3e-4706-b974-915e4acb6f56,Nicolas,Martineau,person,Partner,,,,,,https://www.linkedin.com/in/nicolas-martineau-1b773aa,https://www.linkedin.com/in/nicolas-martineau-1b773aa,,,,,ISAI,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,Healthcare,B2B SaaS","Seed,Series A,Series B,Growth",https://www.isai.fr/
3721997d-a7a5-4697-b141-945fc8762840,Lea,Timsit,person,Vice President,,,,,,https://www.linkedin.com/in/lea-timsit-8a48a941,https://www.linkedin.com/in/lea-timsit-8a48a941,,,,,EQT Group,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Advertising,IA,FinTech,B2B SaaS","Seed,Series A,Series B,Growth",https://eqtgroup.com/
37c98df8-3bdc-4bd9-b908-d53965c63f50,Marion,Chaneac,person,Partner,,,,,,https://www.linkedin.com/in/marion-chan%C3%A9ac-a1138918,https://www.linkedin.com/in/marion-chan%C3%A9ac-a1138918,,,,,Alter Equity,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"EdTech,Energy,Healthcare,Food Tech","Series A,Seed",https://www.alter-equity.com/
38406f9a-058f-4d77-99be-62f3cbad5cac,Elie,Aboucaya,person,Co-Founder,,,,,,https://www.linkedin.com/in/aboucaya,https://www.linkedin.com/in/aboucaya,,,,,ISAI,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,Healthcare,B2B SaaS","Seed,Series A,Series B,Growth",https://www.isai.fr/
