id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Fund size,Last fund,Notable LPs
71e22f24-c29a-4432-9042-a545d49ffaed,Aleph,company,,Aleph is an early-stage VC focused on partnering with Israeli entrepreneurs to build large companies and impactful global brands.,,http://aleph.vc,http://aleph.vc,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€180,000,000",2019,
284627a2-9dbb-4edb-9527-0c8dcf897d6a,Allegion Ventures,company,,Allegion Ventures makes things that keep people and their property safe.,,https://www.allegion.com/corp/en/ventures.html,https://www.allegion.com/corp/en/ventures.html,,,"11819 N Pennsylvania St, Carmel, IN 46032","11819 N Pennsylvania St, Carmel, IN 46032","Corporate Venture Arms,Top European VCs","€40,000,000",2018,Allegion Plc
dfd72f4d-36f1-4372-9915-57e4b3478aea,Allianz X,company,allianzx@allianz.com,Allianz X is the digital investment unit of the Allianz Group that invests in digital growth companies related to insurance.,allianzx@allianz.com,https://www.allianzx.com/,https://www.allianzx.com/,,,"München, Bayern, Germany","München, Bayern, Germany","Corporate Venture Arms,Top European VCs","€570,000,000",2019,Allianz SE
6ea79211-d5c2-4b11-a0d8-4c3f7c0936c3,All Iron Ventures,company,,,,https://www.alliron.vc/,https://www.alliron.vc/,,,"Bilbao, Spain","Bilbao, Spain",Top European VCs,"€43,500,000",2020,
0aca87c7-7e01-44df-a975-34525dd9946e,Almi Invest,company,,,,https://www.almi.se/en/in-english/,https://www.almi.se/en/in-english/,,,"Stockholm, Sweden","Stockholm, Sweden",Top European VCs,"€60,000,000",2019,"Swedish Agency for Economic and Regional Growth, European Regional Development Fund"
6339dcc2-ea96-466e-a2d7-02c7be2c3eec,Alpha Intelligence Capital,company,,,,,,,,🇱🇺 Luxemburg,🇱🇺 Luxemburg,"All VCs ,Top European VCs","€96,000,000",2022,
8cf3ffaa-358f-4675-84d3-6a33ca4afec9,Alpine Space Ventures,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€100,000,000",2023,"European Investment Fund (EIF), European Recovery Programme (ERP), InvestEU, CASSINI"
fbaaf156-fd3e-4b67-a494-4204e5fd2585,Alven Capital,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€350,000,000",2022,
3b8320e4-a7a8-4ad6-8df2-1ef4ccf566a0,Amadeus Apex,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€28,000,000",2023,
1e6c9b5b-1516-4264-84d3-a3d45690ca8f,Amadeus Capital Partners,company,,"Amadeus Capital Partners caters to the technology sector with seed, early, and later stage venture, and private equity investments.",,https://www.amadeuscapital.com/,https://www.amadeuscapital.com/,,,UK,UK,"All VCs ,Top European VCs","€125,000,000",2021,British Patient Capital (BPC)
575c75b7-10ba-4dd0-b342-93bcff23ad54,Amaranthine,company,,,,https://amaranthine.com/,https://amaranthine.com/,,,🇮🇪 Ireland,🇮🇪 Ireland,Top European VCs,"€20,000,000",2022,"Molten Ventures, Sarah Friar"
0497953f-afd4-4ae6-8c9e-9fedd488c4db,AMAVI Capital,company,,,,,,,,🇧🇪 Belgium,🇧🇪 Belgium,Top European VCs,"€30,000,000",2021,
a1b9c356-ff4c-42e0-831e-6e3c9e71eb5a,Anamcara,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€9,800,000",2023,
8a2eac4d-1b39-4274-8f87-4403d78c3d91,Ananda Impact Ventures,company,,,,https://ananda.vc/,https://ananda.vc/,,,Germany,Germany,Top European VCs,"€108,000,000",2021,"European Investment Fund (EIF), KfW Capital, Investcorp-Tag, Candriam"
ba438676-e1a5-4eda-807c-e74ae445a3bd,AnD Ventures,company,,,,https://www.and-ventures.com/,https://www.and-ventures.com/,,,"Arik Einstein St 3, Herzliya, Israel","Arik Einstein St 3, Herzliya, Israel",Top European VCs,"€65,000,000",2023,
89cdd323-1eb5-4ee3-969c-faf7ba8dd4d6,Angel Invest,company,,,,https://angelinvest.ventures,https://angelinvest.ventures,,,"Berlin, Germany","Berlin, Germany","All VCs ,Top European VCs","€5,000,000",2018,
f0c3235b-15ca-41c9-851c-6e0aedf85dfa,Anterra Capital,company,,,,http://www.anterracapital.com/#about,http://www.anterracapital.com/#about,,,Netherlands,Netherlands,"All VCs ,Top European VCs","€150,000,000",2021,"Eight Roads Ventures, Rabo Investments, Novo Holdings, Tattarang"
b5eb3c1b-bcfc-41da-9e48-53f89ef3dc74,Anthemis Group,company,,,,http://anthemis.com,http://anthemis.com,,,🇨🇭 Switzerland,🇨🇭 Switzerland,"All VCs ,Top European VCs","€95,000,000",2016,"European Investment Fund (EIF), Unicredit, Legal & General, Aviva"
2ca94ef4-c425-478f-858f-d7f8d462f4d3,Anthemis Insurance Venture Growth,company,,,,,,,,🇨🇭 Switzerland,🇨🇭 Switzerland,Top European VCs,"€82,000,000",2020,"Aflac Global Ventures, Sumitomo Life, Nürnberger"
fdda7a77-dd74-4b25-845d-43589ef9f308,Antler Nordics,company,,,,,,,,🇸🇪 Sweden,🇸🇪 Sweden,Top European VCs,"€30,000,000",2021,"Vækstfonden, Investinor, Draper Esprit, Kistefos AS"
7e21d9a3-8033-4803-8026-4cfee208dcdc,A/O ProPtech,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€250,000,000",2020,
4b249e40-548c-4864-89c6-99e62d0c9c8f,APX,company,,,,https://apx.vc/,https://apx.vc/,,,"Zimmerstraße 50, 10969 Berlin, Germany","Zimmerstraße 50, 10969 Berlin, Germany",Top European VCs,"€55,000,000",2021,"Porsche, Axel Springer"
3a44c8b3-11df-46ea-9c82-c874b3ca7145,Aristagora,company,,,,https://aristagoravc.com/,https://aristagoravc.com/,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€51,500,000",2020,
f3a33ad4-f7bc-4271-92d8-296aa2bfbd1d,Armilar NOS 5G,company,,,,,,,,🇵🇹 Portugal,🇵🇹 Portugal,Top European VCs,"€10,000,000",2020,NOS
9ea73fac-ea98-4738-914e-e9bc1d375ff5,Armilar Venture Partners,company,,,,https://www.armilar.com/en/,https://www.armilar.com/en/,,,Portugal,Portugal,Top European VCs,,,
853be46d-944e-4170-8ecb-9e7e6b35fb28,Astanor Ventures,company,,,,astanor.com,astanor.com,,,🇧🇪 Belgium,🇧🇪 Belgium,"All VCs ,Top European VCs","€275,000,000",2020,European Investment Fund (EIF)
40c3f9ef-ac64-493a-b84d-d482fafca106,A&T Capital,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,,2021,Ant Group
131626da-97ff-49cb-acf2-3a1b3c420105,Atlantic Bridge Capital,company,,,,,,,,🇮🇪 Ireland,🇮🇪 Ireland,Top European VCs,"€140,000,000",2016,"Ireland Strategic Investment Fund (ISIF), Enterprise Ireland (EI), EIF, British Business Bank"
d719a470-659f-4f36-974e-8cc557c2072b,Atlantic Foodlabs,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€100,000,000",2021,European Investment Fund (EIF)
e733fb8a-aefa-4c5c-92bf-18f10320b806,Atomico,company,,Atomico is an international investment firm that focuses on helping disruptive technology companies scale globally.,,https://www.atomico.com/,https://www.atomico.com/,,,"29 Rathbone Street, London, England W1T 1NJ, GB","29 Rathbone Street, London, England W1T 1NJ, GB","All VCs ,Top European VCs","€750,000,000",2020,"European Investment Fund (EIF), AP3, Founders of Adyen, Klarna, Transferwise, Spotify, Skype, Supercell and Zoopla"
3c732bb2-e9bb-4061-b08a-d0142e9827a1,Auxxo,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€12,000,000",2021,
f66461b5-db92-4eff-835e-fbda9b275359,AV8 Ventures,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,"All VCs ,Seed & Series A US VC's ,Top European VCs","€150,000,000",2019,Allianz
2ad4a631-bfff-4618-aae3-2a215f1741f1,Aviva Ventures,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€175,000,000",2023,Aviva
2fc0ba30-fbf2-4aeb-8302-1a4fff22bc43,AXA Venture Partners,company,,,,https://www.axavp.com/,https://www.axavp.com/,,,"Copenhagen, Denmark","Copenhagen, Denmark","All VCs ,Top European VCs","€130,000,000",2019,AXA Group
4b0493db-2d23-47f8-bef2-800bb988a8cb,AXA Venture Partners [growth],company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€250,000,000",2021,
bd72fbb2-7af9-4644-84b9-d8f314bc1319,Axeleo Proptech,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€35,000,000",2020,"Banque des Territoires, RTE, Vinci Energies, Allianz France, Groupe VYV, Île-de-France Region"
29675662-0577-49f6-b6e3-8174d44c17e9,Backed,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€75,000,000",2022,"Groupe Bruxelles Lambert, Wilshire Associates"
5e42a880-3cc3-49d6-93be-0a75a6c1c24a,Backed.vc,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€30,000,000",2016,
bc5fefd1-1293-4c6d-a1d9-c37e169de49b,Backingminds,company,,,,,,,,🇸🇪 Sweden,🇸🇪 Sweden,Top European VCs,"€49,150,000",2021,"lkka Paananen, Persson family, Martin Lorentzon, EQT, Nordic Capital, Thomas Hartwig, Robert Gerstmann, Kristian Mannik, Olsson family"
931a1d9b-80fa-40f6-a8bf-b8706a511cd8,Balderton Capital,company,,Balderton Capital is a venture capital investor that supports technology businesses.,,balderton.com,balderton.com,,,UK,UK,"All VCs ,Top European VCs","€530,000,000",2021,
b5dee0c8-41d1-4518-908e-59f00c4e9910,Balderton Growth,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€575,000,000",2021,
49139866-3267-4c76-a221-914aa46fc15a,Baltic Sandbox Ventures,company,,Baltic Sandbox Ventures is a venture capital business that only invests in early-stage deep technology and life science solutions.,,https://balticsandbox.ventures/,https://balticsandbox.ventures/,,,🇱🇹 Lithuania,🇱🇹 Lithuania,Top European VCs,"€10,000,000",2022,"INVEGA, Vytautas Kašėta, Pijus Makarevičius"
44233166-7d59-44c9-9861-e34b2d3e8391,Barcamper Ventures,company,,,,,,,,🇮🇹 Italy,🇮🇹 Italy,Top European VCs,"€30,000,000",2016,"Fondo Italiano d’Investimento, Banca Sella Holding, Unindustria Bologna, Fondazione Puglia, Società Reale Mutua di Assicurazioni"
ef903efe-5c67-43b1-8009-35eca012c1cb,Basinghall Partners,company,,,,https://www.basinghallpartners.com/,https://www.basinghallpartners.com/,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€100,000,000",2019,
7d07eaaf-21c1-4af0-8ae3-13789d498898,BayernKapital,company,,,,https://bayernkapital.de/,https://bayernkapital.de/,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€115,000,000",2020,LfA Förderbank Bayern
27e86c32-8af0-4140-b25f-08862d347582,BeAble,company,,,,,,,,🇪🇸 Spain,🇪🇸 Spain,Top European VCs,"€50,000,000",2023,"CDTI/Innvierte, BBVA"
a2ecc109-90fc-4029-882f-901932122242,Behold Ventures,company,,,,,,,,🇸🇪 Sweden,🇸🇪 Sweden,Top European VCs,,,
1e8e49b9-9278-401b-b3c5-e90ee30d23bc,Benson Oak Ventures,company,,,,http://bensonoakventures.com,http://bensonoakventures.com,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€20,000,000",2018,Benson Oak
9038ea38-89df-43c4-adb9-67bd01efdb73,Beringea ProVen VCT,company,,,,https://provenvcts.co.uk/,https://provenvcts.co.uk/,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,,,
04cfc8f6-1b9c-4021-81e7-50d16f95c4a8,Bethnal Green Ventures,company,,Bethnal Green Ventures (BGV) is Europe’s leading early stage tech for good VC.,,https://bethnalgreenventures.com/apply,https://bethnalgreenventures.com/apply,,,🇬🇧 UK,🇬🇧 UK,"All VCs ,Top European VCs","€1,500,000",2017,"Big Society Capital, Nominet Trust, Nesta"
ca046eb6-1dfd-44e3-933e-45b23b6f744b,Beyond Capital,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€21,500,000",2023,"founders from large scaleups such as Personio, Kry, Stripe, Coinbase and WhatsApp"
d20bb5a6-3bb4-490a-b7c3-323354de975b,BITKRAFT Esports Ventures,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€140,000,000",2020,"Adidas, Declaration Partners, Logitech, Carolwood, JS Capital"
3065b51a-c055-4df2-a2bf-1dc551ba6f10,BitStone Capital,company,,,,https://www.bitstonecapital.com/,https://www.bitstonecapital.com/,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,,2020,"Goldbeck, GC Group, Zech Group, Art-Invest Real Estate, FMC Real Tech, the Knauf family, Landmarken AG, Deutsche Reihenhaus, Jan Bettink, Alexander Hesse, Jürgen Probst, Mario Caroli"
4c333c4c-a6ad-4c88-b674-bd786988b064,Blackfinch Spring VCT,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€3,500,000",2020,
599eed97-ce80-4ada-8298-4bd415f44e60,Blackfin Tech Fund,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,,,
62d2a45d-8823-4e7c-b424-917a810a36ca,BlackFin Tech Fund,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€350,000,000",2022,
8f99905e-72a7-439d-b1a2-366d4e2f42c2,Black Seed,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€6,650,000",2022,
55d7def0-90b6-4886-a0a9-be3cd9551279,BlackSheep Ventures,company,,,,,,,,🇮🇹 Italy,🇮🇹 Italy,Top European VCs,"€40,000,000",2021,CdP Venture Capital SGR
bd4ea525-12bd-487b-ba05-959d83e66ab4,Black Swan Fund,company,,,,,,,,🇵🇱 Poland,🇵🇱 Poland,Top European VCs,"€6,500,000",2018,PFR Ventures
4098151f-66e4-4f7b-820c-ed134a8e1d99,Blisce,company,,Blisce is an investment firm co-headquartered in Paris and New York.,,http://blisce.com,http://blisce.com,,,🇫🇷 France,🇫🇷 France,"All VCs ,Top European VCs","€232,000,000",2023,"Bpifrance, SWEN Capital Partners, Seb Group, BNP Paribas Cardif, L'Oréal Group"
3e37095a-af4e-4f00-b81e-0dbc401471e2,Blockchain Founders Capital,company,,Blockchain Founders Capital is a venture capital firm investing in early-stage companies.,,https://www.bfc.vc,https://www.bfc.vc,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€15,000,000",2023,
9304bf46-cdab-4d18-8569-a887f6aa0810,Bloc Ventures,company,,,,https://www.blocventures.com/,https://www.blocventures.com/,,,London,London,Top European VCs,"€24,000,000",2020,"IPGL, Warren East, Christopher Miller, Gavyn Davies, Stuart Roden, Stephen Catlin"
1d29af8d-79b3-49e9-86a1-5d8c22844203,Blossom Capital,company,,Blossom Capital is a Series A venture capital firm that invests in European founders building global businesses.,,https://www.blossomcap.com/,https://www.blossomcap.com/,,,"27 Bush Lane, London, England GB","27 Bush Lane, London, England GB","All VCs ,Top European VCs","€380,000,000",2022,
77e57305-a68a-4c2c-af02-0ffb022e013a,Blq Invest,company,,,,https://blqinvest.com/,https://blqinvest.com/,,,🇸🇪 Sweden,🇸🇪 Sweden,Top European VCs,"€20,000,000",2020,"SEB, Lena Apler, Lars Backsell and Noel Abdayem"
3450071d-62a2-4df4-a142-fe06b56cc090,Blue Horizon Ventures,company,,,,http://bluehorizon.com,http://bluehorizon.com,,,🇨🇭 Switzerland,🇨🇭 Switzerland,Top European VCs,"€183,000,000",2019,"European Investment Fund (EIF), Wire Group’s Private Markets Funds, Givaudan"
558f559f-e0e2-40c5-b451-c406a0eab042,Blue Ocean (SWEN),company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€150,000,000",2021,"MACIF, MAIF, Crédit Mutuel Arkéa, Bpifrance, Builders Vision, Ferd, the Planet Ocean Fund, Ifremer"
0036b951-d380-4a47-9dee-49205e17c03f,BlueYard Crypto,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€61,300,000",2021,
7e217e18-cff0-446f-8380-f11a15aa79e0,Bold Business Opportunities for L’Oréal Development,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,,2018,L'Oreal
301f43c9-e65b-4acd-a57a-721879726596,Bolsa Social Impacto,company,,,,https://bolsasocial.com/,https://bolsasocial.com/,,,🇪🇸 Spain,🇪🇸 Spain,Top European VCs,"€10,000,000",2020,
3899b4d6-31b7-4d07-844b-59a9bb9c72f6,BonVenture,company,,,,https://bonventure.de/,https://bonventure.de/,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€20,000,000",2020,
1259b7c2-e17a-4d03-8653-df70b5ed3019,Borski Fund,company,,,,https://borskifund.com/,https://borskifund.com/,,,🇳🇱 Netherlands,🇳🇱 Netherlands,Top European VCs,"€21,000,000",2019,"ABN Amro, ING, Rabobank, Van Lanschot"
6c69253c-463f-4530-a384-30b336ed55cd,Breega,company,,Breega is a European venture capital fund designed to finance startups in the digital economy.,,https://www.breega.com/,https://www.breega.com/,,,"France,Spain,UK,Portugal,Germany,Belgium,Switzerland","France,Spain,UK,Portugal,Germany,Belgium,Switzerland",Top European VCs,"€250,000,000",2022,"European Investment Fund (EIF), Bpifrance, Group Crédit Agricole, Amundi, LCL, Isomer Capital"
a0dd490d-d3b8-4e2b-9f96-0a7ee415c3f1,Breega Capital,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€110,000,000",2019,"European Investment Fund (EIF), Isomer Capital, BPI France"
dd25a560-9633-4694-ac85-8ed33b72f1aa,Brighteye Ventures,company,,,,https://www.brighteyevc.com/,https://www.brighteyevc.com/,,,"France,UK,Spain,Portugal,Italy,Andorra,Germany,Ireland,Switzerland,Sweden,Austria,Czech Republic,Denmark,Norway,Lithuania,Netherlands,Belgium,USA,Poland,Finland,Israel,Slovenia,Slovakia,Ukraine,Romania,Greece,Croatia,Latvia,Estonia,Iceland,Luxembourg,Malta,Monaco,Montenegro,Bulgaria,Bosnia-H,Liechtenstein,North Macedonia","France,UK,Spain,Portugal,Italy,Andorra,Germany,Ireland,Switzerland,Sweden,Austria,Czech Republic,Denmark,Norway,Lithuania,Netherlands,Belgium,USA,Poland,Finland,Israel,Slovenia,Slovakia,Ukraine,Romania,Greece,Croatia,Latvia,Estonia,Iceland,Luxembourg,Malta,Monaco,Montenegro,Bulgaria,Bosnia-H,Liechtenstein,North Macedonia",Top European VCs,"€46,000,000",2020,
2538b6b4-f3ce-4c7f-8c7a-4d0d738633f8,Brightlands Venture Partners,company,,,,,,,,🇳🇱 Netherlands,🇳🇱 Netherlands,Top European VCs,,,
8a7b3e91-e183-48d5-8e18-1a95f42b95e3,Brilliance Ventures,company,,"Brilliance Ventures is a Venture Capital fund, which invests in core technology in growth stages.",,https://brillianceventures.com/,https://brillianceventures.com/,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€18,500,000",2020,
e0c9e57f-4897-47d5-a37d-9f2876aa2c17,Brunnur Ventures,company,,,,,,,,🇮🇸 Iceland,🇮🇸 Iceland,Top European VCs,"€54,000,000",2021,Landsbanki
adede2bb-29ff-476a-be21-ec3e9702bc12,btov Industrial Technologies Fund,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€100,000,000",2018,"European Investment Fund (EIF), LfA Förderbank Bayern, NRW Bank"
dbd70a96-8e8a-4924-be02-0018a64d3959,Bullnet Capital,company,,,,http://www.bullnetcapital.com/,http://www.bullnetcapital.com/,,,Spain,Spain,Top European VCs,"€40,000,000",2023,"Centro para el Desarrollo Tecnológico Industrial (CDTI), Bruno Entrecanales"
