id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Founded Date,Investment Stage,Investor Type,Number of Exits,Number of Investments,Operating Status
241bf6da-c260-40cd-a1e0-24b335adf177,Seaport Capital,company,,"Finance, Financial Services, Venture Capital",,seaportcapital.com,seaportcapital.com,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1997,"Early Stage Venture, Late Stage Venture","Private Equity Firm, Venture Capital",12,34,Active
5eb283a5-bfc5-44ca-a541-5737f88b1285,Seaside Ventures,company,,"Consumer Goods, Consumer Software, Fitness, Health Diagnostics, Home Health Care, Personal Health, Subscription Service, Therapeutics, Wellness",,linkedin.com/company/seasideventures/,linkedin.com/company/seasideventures/,,,"Austin, Texas, United States","Austin, Texas, United States",VC Founds - Seed - US/Europe,Dec-2021,"Convertible Note, Early Stage Venture, Seed, Venture","Accelerator, Incubator, Venture Capital",1,11,Active
14e0b2b0-3e69-47fc-ac93-0f011c1b18e5,Secocha Ventures,company,,,,secocha.com,secocha.com,,,"Miami, Florida, United States","Miami, Florida, United States","All VCs ,VC Founds - Seed - US/Europe",Sep-2013,Early Stage Venture,Venture Capital,6,44,Active
4ffd3f94-de23-4040-a855-a0c9d7419835,SeedToB Capital,company,,"Artificial Intelligence (AI), FinTech, Health Care, Venture Capital",,linkedin.com/company/seedtob,linkedin.com/company/seedtob,,,"Suwanee, Georgia, United States","Suwanee, Georgia, United States",VC Founds - Seed - US/Europe,Jan-2020,Early Stage Venture,Venture Capital,,16,Active
2b26a2c8-51a3-45f6-8d39-ae8c9a141208,SemperVirens Venture Capital,company,,"Finance, Financial Exchanges, Financial Services, FinTech",,linkedin.com/company/sempervirens-venture-capital,linkedin.com/company/sempervirens-venture-capital,,,"San Mateo, California, United States","San Mateo, California, United States",VC Founds - Seed - US/Europe,Aug-2018,,Venture Capital,,44,Active
047482ba-2611-4fa0-a4a5-22f39a1494a6,Seneca Partners,company,,"Finance, Venture Capital",,senecapartners.com,senecapartners.com,,,"Birmingham, Michigan, United States","Birmingham, Michigan, United States",VC Founds - Seed - US/Europe,Jan-2010,"Early Stage Venture, Seed",Investment Bank,4,15,Active
288f3506-5e22-4e06-8044-599f0cf88e81,Sequoia Capital,company,,"Finance, Financial Services, Information Technology, Manufacturing, Software, Venture Capital",,www.sequoiacap.com,www.sequoiacap.com,,,"Menlo Park, California, United States","Menlo Park, California, United States",VC Founds - Seed - US/Europe,Nov-1972,"Crowdfunding, Early Stage Venture, Late Stage Venture",Venture Capital,382,"1,919",Active
59fd9829-1e0f-49f4-a736-b4427b87cfe7,Seraph Group,company,,"Finance, Financial Services, Venture Capital",,https://www.seraphgroup.net/,https://www.seraphgroup.net/,,,San Mateo,San Mateo,"All VCs ,VC Founds - Seed - US/Europe",Jan-2005,"Early Stage Venture, Seed",Angel Group,16,67,Active
e2b799ef-26b1-4623-8683-325ad6fc25ee,Seven Seven Six,company,,"Finance, Financial Exchanges, Financial Services, Venture Capital",,www.sevensevensix.com,www.sevensevensix.com,,,"Palm Beach Gardens, Florida, United States","Palm Beach Gardens, Florida, United States",VC Founds - Seed - US/Europe,Jan-2020,,Venture Capital,4,97,Active
d2d80c7a-72a4-45de-b36f-0f37c3f770f4,Shangbay Capital,company,,,,shangbaycapital.com,shangbaycapital.com,,,"Palo Alto, California, United States","Palo Alto, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,,Venture Capital,2,37,Active
2840a3a4-0324-4cb6-9df1-dda4a049d8ba,Shasta Ventures,company,,"Finance, Financial Services, Venture Capital",,http://shastaventures.com/,http://shastaventures.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2004,"Early Stage Venture, Seed",Venture Capital,91,426,Active
5c2068e5-bd23-4c7b-b4f1-f6f615e4af04,Shilling,company,,"Angel Investment, Venture Capital",,shilling.vc,shilling.vc,,,"Lisbon, Lisboa, Portugal","Lisbon, Lisboa, Portugal",VC Founds - Seed - US/Europe,Jan-2010,"Early Stage Venture, Seed",Venture Capital,3,59,Active
827e5c8e-6313-4d0e-996a-a858af32fe95,Shorooq Partners,company,,"Financial Services, FinTech, Information Technology, Software, Venture Capital",,linkedin.com/company/shorooqpartners,linkedin.com/company/shorooqpartners,,,"Abu Dhabi, United Arab Emirates","Abu Dhabi, United Arab Emirates","All VCs ,VC Founds - Seed - US/Europe",Oct-2017,"Convertible Note, Debt, Early Stage Venture, Seed","Venture Capital, Venture Debt",5,119,Active
9884d469-090c-4118-aaba-f6a0042ac4a8,Shrug Capital,company,,"Consumer, Finance, Financial Services, Venture Capital",,https://shrug.vc/,https://shrug.vc/,,,San Francisco,San Francisco,"All VCs ,VC Founds - Seed - US/Europe",Jan-2018,"Early Stage Venture, Seed",Micro VC,9,96,Active
17e986eb-f4f0-4778-b8bd-8ec36530f069,Side Door Ventures,company,,Financial Services,,linkedin.com/company/side-door-ventures,linkedin.com/company/side-door-ventures,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2012,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,,41,Active
8e4095aa-10a7-49da-96b1-0d54139a1da8,Sierra Ventures,company,,"Finance, Financial Services, Venture Capital",,https://www.sierraventures.com/,https://www.sierraventures.com/,,,"1400 Fashion Island Blvd, San Mateo, California, United States","1400 Fashion Island Blvd, San Mateo, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1982,Early Stage Venture,Venture Capital,90,412,Active
ace37bd5-b56f-4eca-8f57-646305f32cd3,SightLine Partners,company,,"Finance, Medical, Venture Capital",,linkedin.com/company/sightline-partners,linkedin.com/company/sightline-partners,,,"Minneapolis, Minnesota, United States","Minneapolis, Minnesota, United States",VC Founds - Seed - US/Europe,Jan-2004,Late Stage Venture,Venture Capital,7,22,Active
98c4b81e-6054-4d8a-949b-73fbe4f1e390,SignalFire,company,,"Big Data, Finance, Financial Services, Venture Capital",,signalfire.com,signalfire.com,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2013,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,14,214,Active
23390595-3a22-4f00-a3a3-44c5c0b2abf8,Silicon Badia,company,,Finance,,https://www.siliconbadia.com/,https://www.siliconbadia.com/,,,New York,New York,"All VCs ,VC Founds - Seed - US/Europe",Jan-2011,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,22,88,Active
42e2923a-9d14-4429-a3bb-929426fbcb03,SilverCircle,company,,,,linkedin.com/company/silvercircle,linkedin.com/company/silvercircle,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2021,Early Stage Venture,Venture Capital,,10,Active
00ddcf09-51af-4633-ade1-8fab48319207,Silver Lake,company,,"Finance, Financial Services, FinTech, Information Technology, Venture Capital",,silverlake.com,silverlake.com,,,Menlo Park,Menlo Park,VC Founds - Seed - US/Europe,Jan-1999,"Debt, Late Stage Venture, Private Equity",Private Equity Firm,56,133,Active
6984cbac-b532-4c52-9af0-4fc704584fb8,Silversmith Capital Partners,company,,"Health Care, Information Services, Information Technology",,linkedin.com/company/silversmith-capital-partners,linkedin.com/company/silversmith-capital-partners,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,"Private Equity, Venture","Private Equity Firm, Venture Capital",11,48,Active
bafa736a-b889-4a4a-a488-a53b47766fdf,Silverton Partners,company,,"Asset Management, Business Development, Finance, Financial Services, Venture Capital",,https://www.silvertonpartners.comhttps://www.silvertonpartners.com/,https://www.silvertonpartners.comhttps://www.silvertonpartners.com/,,,"Austin, Texas, United States","Austin, Texas, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2006,"Early Stage Venture, Seed",Venture Capital,38,201,Active
037ce04a-9a4c-4080-9629-c68edabd1fa8,SixThirty,company,,"SixThirty is a global venture capital firm focused on investing in late seed stage FinTech, InsurTech, and Cyber Security companies.",,https://sixthirty.co/,https://sixthirty.co/,,,"St Louis, Missouri, United States","St Louis, Missouri, United States",VC Founds - Seed - US/Europe,Aug-2013,"Convertible Note, Early Stage Venture, Seed, Venture","Accelerator, Venture Capital",27,172,Active
fc6997b5-da2b-4817-acfc-e45cb8f9ddfd,SJF Ventures,company,,"Financial Services, Impact Investing, Venture Capital",,https://sjfventures.com/,https://sjfventures.com/,,,"San Antonio, USA","San Antonio, USA","All VCs ,VC Founds - Seed - US/Europe",Jan-1999,"Early Stage Venture, Late Stage Venture",Venture Capital,23,99,Active
8ef4b0e0-4543-47d2-8b20-13c30337565f,Sky9 Capital,company,,"Consumer, Enterprise, Financial Services, Information Technology, Internet, Venture Capital",,sky9capital.com,sky9capital.com,,,"Shanghai, Shanghai, China","Shanghai, Shanghai, China","All VCs ,VC Founds - Seed - US/Europe",Jun-2016,"Seed, Venture",Venture Capital,4,114,Active
c52d9a51-e4cf-4411-9a78-d71ee8dbd309,Skydeck Capital,company,,"Finance, Financial Services, Venture Capital",,linkedin.com/company/skydeck-llc/,linkedin.com/company/skydeck-llc/,,,"Chicago, Illinois, United States","Chicago, Illinois, United States",VC Founds - Seed - US/Europe,Jan-2013,"Private Equity, Venture","Family Investment Office, Private Equity Firm, Venture Capital",1,2,Active
0e483144-6b11-4724-8dd8-269b5eb23508,Slow Ventures,company,,"Angel Investment, Finance, Venture Capital",,https://slow.co/,https://slow.co/,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2009,,Micro VC,129,562,Active
7d659401-ee5e-4ebb-8a74-573563e0c86d,Soleus Capital,company,,Financial Services,,linkedin.com/company/soleus-capital-management-l-p/,linkedin.com/company/soleus-capital-management-l-p/,,,"Greenwich, Connecticut, United States","Greenwich, Connecticut, United States",VC Founds - Seed - US/Europe,Jan-2018,"Early Stage Venture, Private Equity","Private Equity Firm, Venture Capital",31,57,Active
1a20e9df-5c20-4eab-a847-e5d59b9fbc1d,Sony Innovation Fund,company,,Sony Innovation fund is the corporate venture capital arm of Sony that invests and engages in early-stage companies.,,http://www.sonyinnovationfund.com/,http://www.sonyinnovationfund.com/,,,"1-7-1 Konan Minato-ku, Tokyo, Japan 108-0075, JP","1-7-1 Konan Minato-ku, Tokyo, Japan 108-0075, JP","Corporate Venture Arms,VC Founds - Seed - US/Europe",Jul-2016,"Early Stage Venture, Seed",Corporate Venture Capital,7,152,Active
e12b8b13-9ff9-458c-8bc7-7b73311c8a88,SOSV,company,,"SOSV is a venture capital firm that focuses on human and planetary health and operates HAX, IndieBio, orbit startups, and dLab.",,https://sosv.com/,https://sosv.com/,,,"174 Nassau Street, #3000, Princeton, New Jersey 08542, US","174 Nassau Street, #3000, Princeton, New Jersey 08542, US","All VCs ,VC Founds - Seed - US/Europe",Apr-1994,"Early Stage Venture, Seed","Accelerator, Micro VC, Venture Capital",76,"2,696",Active
c32e1039-a739-487e-8873-ef1601b1952d,Sound Bioventures,company,,"Biotechnology, Venture Capital",,linkedin.com/company/sound-bioventures/,linkedin.com/company/sound-bioventures/,,,"Malmö, Skane Lan, Sweden","Malmö, Skane Lan, Sweden",VC Founds - Seed - US/Europe,Jan-2021,"Private Equity, Venture",Venture Capital,,6,Active
359c38cb-680d-4a82-904e-1282cc02f31b,Sovereign’s Capital,company,,Private Capital for Values-Driven Companies,,https://sovereignscapital.com/,https://sovereignscapital.com/,,,"Atlanta, Georgia, United States","Atlanta, Georgia, United States",VC Founds - Seed - US/Europe,Jan-2012,"Early Stage Venture, Seed","Fund Of Funds, Private Equity Firm, Venture Capital",11,76,Active
4b963cb0-ac20-4901-93a4-7e046af76735,Sozo Ventures,company,,"FinTech, Venture Capital",,linkedin.com/company/sozo-ventures,linkedin.com/company/sozo-ventures,,,"Redwood City, California, United States","Redwood City, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2012,"Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,10,58,Active
037675bb-58eb-4265-a21a-3f126cf86c54,Spark Growth Ventures,company,,Venture Capital,,linkedin.com/company/spark-growth-ventures,linkedin.com/company/spark-growth-ventures,,,"San Diego, California, United States","San Diego, California, United States","All VCs ,VC Founds - Seed - US/Europe",Aug-2020,"Early Stage Venture, Venture",Venture Capital,2,43,Active
e66e1f7b-34f2-4784-b189-1e7a7cbffb8f,Spero Ventures,company,,"Financial Services, Venture Capital",,https://spero.vc/,https://spero.vc/,,,USA,USA,VC Founds - Seed - US/Europe,Jan-2018,Early Stage Venture,Venture Capital,3,46,Active
fac0f459-4c4d-4cc6-a359-b81895efe729,Spintop Ventures,company,,"Finance, Financial Services, Venture Capital",,https://spintopventures.com/,https://spintopventures.com/,,,"Stockholm, SE","Stockholm, SE",VC Founds - Seed - US/Europe,Jan-2009,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,8,49,Active
97758684-e815-45ae-8d73-d0f6092d203a,Springbank Collective,company,,"Consumer, Financial Services, Health Care, Venture Capital, Women's",,linkedin.com/company/springbank-collective,linkedin.com/company/springbank-collective,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,Early Stage Venture,"Syndicate, Venture Capital",2,32,Active
1606907a-8430-4b3a-a24e-186fe0ea97b1,Spring St. Group,company,,"Business Development, Financial Services, Venture Capital",,springstgroup.nyc,springstgroup.nyc,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2018,,"Private Equity Firm, Venture Capital",,19,Active
68b5b035-2b81-4305-b023-e91ba10d2cba,SpringTide Ventures,company,,"Finance, Financial Services, FinTech, Health Care",,linkedin.com/company/springtide-capital-management,linkedin.com/company/springtide-capital-management,,,"Cambridge, Massachusetts, United States","Cambridge, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2018,"Early Stage Venture, Late Stage Venture",Venture Capital,3,34,Active
c730d057-16e2-490a-8b27-08dfd85e2ade,Sputnik ATX,company,,Sputnik ATX is a VC fund and startup accelerator that funds maker-founders.,,https://www.sputnikatx.com/,https://www.sputnikatx.com/,,,"301 Congress Ave.  Austin, TX 78701","301 Congress Ave.  Austin, TX 78701","All VCs ,VC Founds - Seed - US/Europe",Jan-2017,"Early Stage Venture, Seed","Accelerator, Venture Capital",2,114,Active
af4b2141-e787-475d-8a26-075f2b305e9b,Square Peg Capital,company,,"Business Development, Finance, Financial Services, Venture Capital",,squarepegcap.com,squarepegcap.com,,,"Richmond, Virginia, United States","Richmond, Virginia, United States",VC Founds - Seed - US/Europe,Jan-2012,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,12,139,Active
62cf8f39-b8c8-499a-ad8a-0dd59b11712c,SRI Capital,company,,Venture Capital,,linkedin.com/company/sri-capital/about/,linkedin.com/company/sri-capital/about/,,,"Philadelphia, Pennsylvania, United States","Philadelphia, Pennsylvania, United States",VC Founds - Seed - US/Europe,Sep-2011,Early Stage Venture,Micro VC,6,32,Active
b58c2519-6645-4712-852b-6b0a978a2473,Stanford Angels and Entrepreneurs,company,,"Angel Investment, Finance, Financial Services, Venture Capital",,linkedin.com/company/stanford-angels-entrepreneurs/,linkedin.com/company/stanford-angels-entrepreneurs/,,,"Stanford, California, United States","Stanford, California, United States",VC Founds - Seed - US/Europe,Jan-2010,Seed,Angel Group,10,43,Active
62ce3fc4-b416-486f-8d45-ad41884a144c,Starta VC,company,,"Starta is a venture ecosystem to find, foster and fund early stage talent in tech. We help startups gain traction in USA and scale globally.",,http://www.starta.vc,http://www.starta.vc,,,"New York, NY, USA","New York, NY, USA","All VCs ,VC Founds - Seed - US/Europe",Mar-2011,"Early Stage Venture, Seed","Accelerator, Venture Capital",5,155,Active
c43e76ff-c1f1-4129-8f89-6974e1d882f1,SteelSky Ventures,company,,"Finance, Health Care, Venture Capital, Women's",,steelskyventures.com,steelskyventures.com,,,"Atlanta, Georgia, United States","Atlanta, Georgia, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2017,Early Stage Venture,Venture Capital,,23,Active
fc281ccd-72b6-45c9-8167-91776257d8bf,Story Ventures,company,,Venture Capital,,https://storyventures.vc/,https://storyventures.vc/,,,"54 W 21st St, New York, NY 10010","54 W 21st St, New York, NY 10010","All VCs ,VC Founds - Seed - US/Europe",Jun-2016,Seed,"Micro VC, Venture Capital",3,47,Active
9c4c2747-a8cd-43b5-ab02-a7c84ee22d89,Stout Street Capital,company,,"Analytics, Artificial Intelligence (AI), Augmented Reality, Big Data, Data Mining, Mobile, Mobile Advertising, Mobile Payments, Predictive Analytics, Robotics, Software, Telecommunications, Virtual Reality",,https://stoutstreetcapital.com/,https://stoutstreetcapital.com/,,,"Denver, Colorado, United States","Denver, Colorado, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Convertible Note, Early Stage Venture, Seed, Venture","Micro VC, Venture Capital",17,79,Active
517c3a64-644c-47b9-beac-79ceb2a87509,Strand Equity Partners,company,,"Business Development, Impact Investing, Venture Capital",,linkedin.com/in/ted-schwartz-072bb6120,linkedin.com/in/ted-schwartz-072bb6120,,,"Los Angeles, California, United States","Los Angeles, California, United States",VC Founds - Seed - US/Europe,Jan-2012,,Private Equity Firm,9,31,Active
a6a828d7-1c7f-47bb-82f5-75bbffd8a01a,Supernova Invest,company,,"Finance, Financial Services, Venture Capital",,http://supernovainvest.com/,http://supernovainvest.com/,,,France,France,VC Founds - Seed - US/Europe,Jan-2017,"Early Stage Venture, Late Stage Venture, Venture",Venture Capital,2,66,Active
43a8942b-4f49-4a0e-998b-1cbe4db075c5,SuRo Capital,company,,"Financial Services, FinTech, Venture Capital",,linkedin.com/company/surocapital,linkedin.com/company/surocapital,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2011,"Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,26,70,Active
86e0f6b0-17bf-4548-b9de-3771c190d426,Susquehanna Growth Equity,company,,"Enterprise Software, Finance, Financial Services, FinTech, Venture Capital",,https://sgep.com/,https://sgep.com/,,,"Philadelphia, Pennsylvania, United States","Philadelphia, Pennsylvania, United States","All VCs ,VC Founds - Seed - US/Europe",Jun-2006,"Early Stage Venture, Late Stage Venture, Private Equity",Private Equity Firm,29,102,Active
09ff467b-f2ac-4b3c-8369-1fde85afa861,Suvretta Capital Management,company,,,,linkedin.com/company/suvretta-capital-management-llc,linkedin.com/company/suvretta-capital-management-llc,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2011,,Venture Capital,16,23,Active
d52c2b3b-86f1-4e07-b2ce-07ecd77443ea,SV Health Investors,company,,"Biotechnology, Health Care, Life Science, Medical Device, Venture Capital",,linkedin.com/company/sv-health-investors/,linkedin.com/company/sv-health-investors/,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1993,"Debt, Early Stage Venture, Late Stage Venture",Venture Capital,88,308,Active
70009ceb-c513-4d54-a679-6bfb818f822b,SWaN & Legend Venture Partners,company,,"Financial Services, Venture Capital",,https://www.swanandlegend.com/,https://www.swanandlegend.com/,,,"Leesburg, VA, USA","Leesburg, VA, USA","All VCs ,VC Founds - Seed - US/Europe",Jan-2012,Early Stage Venture,Venture Capital,6,35,Active
f3d4b1fa-2a5a-437e-ae96-1c8f8f4cc78f,Sweet Capital,company,,"Consumer, Mobile, Venture Capital",,https://sweetcapital.com/,https://sweetcapital.com/,,,"London, UK","London, UK",VC Founds - Seed - US/Europe,Jul-2015,"Early Stage Venture, Seed",Venture Capital,5,59,Active
894cbaca-d59f-42ff-864f-d7cdee4aabbb,SWS Venture Capital,company,,"Consumer, Financial Services, FinTech, Information Technology, Venture Capital",,linkedin.com/company/sws-venture-capital,linkedin.com/company/sws-venture-capital,,,"Los Angeles, California, United States","Los Angeles, California, United States",VC Founds - Seed - US/Europe,Jan-2018,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,3,20,Active
969b5836-b887-42a3-8e7d-05df8982fc5d,TA Associates,company,,"Finance, Financial Services, Venture Capital",,without the 'www.'ta.com,without the 'www.'ta.com,,,Boston,Boston,VC Founds - Seed - US/Europe,Jan-1968,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",Private Equity Firm,176,290,Active
f46c6211-81b5-4c96-96b5-b7ac5757e444,Talis Capital,company,,"Finance, Financial Services, FinTech, Venture Capital",,https://www.taliscapital.com,https://www.taliscapital.com,,,UK,UK,VC Founds - Seed - US/Europe,Jan-2009,"Early Stage Venture, Seed, Venture",Venture Capital,16,77,Active
6e66b46a-bdec-42ac-b6ae-2e5a224eb7af,Tal Ventures,company,,Tal Ventures is an Israeli-based venture capital firm investing in early stage and growth companies.,,linkedin.com/company/tal-ventures,linkedin.com/company/tal-ventures,,,"Tel Aviv, Tel Aviv, Israel","Tel Aviv, Tel Aviv, Israel","All VCs ,VC Founds - Seed - US/Europe",Jan-2021,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,,36,Active
5c706d3a-5b13-43ca-b0d1-cfe91ba4a3d8,Tamarind Hill,company,,"Health Care, Information Technology, SaaS, Software",,tamarind-hill.com,tamarind-hill.com,,,"Ann Arbor, Michigan, United States","Ann Arbor, Michigan, United States",VC Founds - Seed - US/Europe,Nov-2016,"Early Stage Venture, Seed",Micro VC,3,19,Active
abfccf60-b34f-4104-92b3-50132161503b,Tarsadia Investments,company,,"Business Development, Finance, Financial Services, Venture Capital",,linkedin.com/company/tarsadia-investments,linkedin.com/company/tarsadia-investments,,,"Newport Beach, California, United States","Newport Beach, California, United States",VC Founds - Seed - US/Europe,Jan-1976,Private Equity,Private Equity Firm,6,38,Active
83be1475-6650-4552-af7d-b1c9c2d56b4f,Tau Ventures,company,,"Finance, Financial Services, Venture Capital",,tauventures.com,tauventures.com,,,"Palo Alto, California, United States","Palo Alto, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,"Early Stage Venture, Seed",Venture Capital,3,51,Active
10ceed5b-bb34-4918-ac43-8cb7579a503a,Taver Capital Partners,company,,"Artificial Intelligence (AI), Financial Services, Venture Capital",,linkedin.com/company/taver-capital-partners/,linkedin.com/company/taver-capital-partners/,,,"Wilmington, Delaware, United States","Wilmington, Delaware, United States",VC Founds - Seed - US/Europe,Dec-2014,"Early Stage Venture, Non Equity Assistance, Seed",Venture Capital,2,26,Active
242f6387-6698-4007-8734-efc170175b9d,Tavistock Life Sciences,company,,Asset Management,,linkedin.com/company/tavistock-group,linkedin.com/company/tavistock-group,,,"Windermere, Florida, United States","Windermere, Florida, United States",VC Founds - Seed - US/Europe,Jan-1975,"Early Stage Venture, Late Stage Venture",Venture Capital,15,24,Active
8b1be468-479c-4ad7-b35c-201f391d840c,TCG,company,,"Digital Media, Film Production, Media and Entertainment, TV Production, Venture Capital",,tcg.co,tcg.co,,,"Los Angeles, California, United States","Los Angeles, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2010,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",Venture Capital,22,112,Active
1872e67c-8ce4-410d-9964-dd4896156208,TCG Crossover,company,,"Alternative Medicine, Financial Services, Health Care, Life Science, Venture Capital",,linkedin.com/company/tcg-crossover,linkedin.com/company/tcg-crossover,,,"Palo Alto, California, United States","Palo Alto, California, United States",VC Founds - Seed - US/Europe,Jan-2020,,"Hedge Fund, Venture Capital",27,43,Active
ad65216d-c4ab-4e4b-8a97-9ec349b692d4,Team Builder Ventures,company,,"Consumer, Enterprise Software, Internet, Venture Capital",,https://www.teambuilderventures.com/,https://www.teambuilderventures.com/,,,San Francisco,San Francisco,VC Founds - Seed - US/Europe,Jan-2013,,Venture Capital,5,30,Active
c900c7eb-3b4e-44a0-8fd1-db1920c64d41,Teamworthy Ventures,company,,"Financial Services, Software, Venture Capital",,teamworthy.com,teamworthy.com,,,New York,New York,"All VCs ,VC Founds - Seed - US/Europe",Nov-2014,"Early Stage Venture, Late Stage Venture, Seed, Venture",Venture Capital,8,59,Active
d28ace84-25f0-4315-988b-e2b3915a9f46,Techammer,company,,"Analytics, Big Data, Enterprise Software, FinTech, Venture Capital",,techammer.co,techammer.co,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2007,Seed,Angel Group,36,83,Active
603f5e66-888f-409d-95d9-7efd33d87daa,TechNexus Venture Collaborative,company,,"B2B, B2C, Business Development, Venture Capital",,technexus.com,technexus.com,,,Illinois,Illinois,"All VCs ,VC Founds - Seed - US/Europe",Jan-2007,"Convertible Note, Early Stage Venture, Seed","Incubator, Venture Capital",18,256,Active
e1f5fe2b-8c30-4fc7-8e82-5009ed653b59,Tectonic Ventures,company,,Software,,tectonicventures.com,tectonicventures.com,,,"Cambridge, Massachusetts, United States","Cambridge, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,,Venture Capital,3,32,Active
92c28995-a780-4537-b59b-17894d889780,TEDCO,company,,"Consulting, Financial Services, Information Technology, Venture Capital",,tedcomd.com,tedcomd.com,,,"Columbia, Maryland, United States","Columbia, Maryland, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1998,"Debt, Early Stage Venture, Seed","Government Office, Venture Capital",19,206,Active
ec6b0084-5157-4dbc-ab43-d253d8a2d7e6,Tekla Capital Management,company,,"Finance, Financial Services, Health Care, Venture Capital",,teklacap.com,teklacap.com,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States",VC Founds - Seed - US/Europe,Jun-1986,"Early Stage Venture, Late Stage Venture",Venture Capital,25,50,Active
841883e6-066f-442a-8649-94dd3dbdc4ab,Telegraph Hill Capital,company,,"Apps, Enterprise Software, Mobile",,http://www.thcap.com/,http://www.thcap.com/,,,USA,USA,VC Founds - Seed - US/Europe,Apr-2007,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,12,64,Active
07539168-86ad-49c1-a99f-eedc99f0109b,Telstra Ventures,company,info@telstraventures.com,Telstra Ventures invests in technology companies and offers synergy revenues to its portfolio companies.,info@telstraventures.com,https://telstraventures.com/,https://telstraventures.com/,,,"575 Market Suite Suite 1650 San Francisco, CA 94105 USA","575 Market Suite Suite 1650 San Francisco, CA 94105 USA","Corporate Venture Arms,All VCs ,VC Founds - Seed - US/Europe",Jan-2011,"Early Stage Venture, Late Stage Venture, Venture","Corporate Venture Capital, Venture Capital",32,126,Active
d1370c06-1b57-4bd8-8bdb-5be1e68da0d9,Temerity Capital Partners,company,,Long duration capital for dynamic leadership teams building businesses where regulatory hurdles or unmet end-user needs exist,,linkedin.com/company/temerity-capital-partners/,linkedin.com/company/temerity-capital-partners/,,,"Washington, District of Columbia, United States","Washington, District of Columbia, United States",VC Founds - Seed - US/Europe,Jan-2015,"Convertible Note, Debt, Private Equity, Secondary Market, Venture",Venture Capital,4,20,Active
ea5a92aa-58c6-4a71-bb17-d0208edc50c8,Tenaya Capital,company,,"Enterprise Software, Venture Capital",,https://www.tenayacapital.com/,https://www.tenayacapital.com/,,,"Portola Valley, California, United States","Portola Valley, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2009,"Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,67,184,Active
02b9a109-72e1-4c08-aa21-3e53a08ebdad,TEXO Ventures,company,,"Finance, Health Care, Venture Capital",,http://www.texoventures.com/,http://www.texoventures.com/,,,"Austin, Texas, United States","Austin, Texas, United States","All VCs ,VC Founds - Seed - US/Europe",Sep-2009,"Early Stage Venture, Seed",Venture Capital,2,30,Active
